question_id,document_id,reasoning_type,question,return_column,value_column,expected_answer,expected_candidate_found,expected_value_text,expected_value,expected_value_rank,expected_logical_row_index,expected_row_position_ratio,expected_full_row,solver_answer,solver_value_text,solver_value,solver_value_rank,solver_logical_row_index,solver_row_position_ratio,solver_full_row,num_logical_rows,all_values,is_correct,expected_table,expected_row,expected_column,expected_is_bold,expected_block_id,solver_table,solver_row,solver_column,solver_is_bold,solver_block_id
B-train-00280-q08,B-train-00280,argmin,"Trong bảng 2 ở trang 1, Khoa nào có Nhập viện nhỏ nhất?",Khoa,Nhập viện,Mắt,True,11,11.0,1,4,0.5714285714285714,"Mắt | 82 | 11 | 6 | 24 phút | 788 | 20,2% | 9.666",Mắt,11,11.0,1,4,0.5714285714285714,"Mắt | 82 | 11 | 6 | 24 phút | 788 | 20,2% | 9.666",8,"[{""logical_row"": 0, ""return"": ""Nội tổng hợp"", ""value_text"": ""45"", ""value"": 45.0}, {""logical_row"": 1, ""return"": ""Ngoại"", ""value_text"": ""45"", ""value"": 45.0}, {""logical_row"": 2, ""return"": ""Nhi"", ""value_text"": ""54"", ""value"": 54.0}, {""logical_row"": 3, ""return"": ""Sản"", ""value_text"": ""26"", ""value"": 26.0}, {""logical_row"": 4, ""return"": ""Mắt"", ""value_text"": ""11"", ""value"": 11.0}, {""logical_row"": 5, ""return"": ""Tai Mũi Họng"", ""value_text"": ""40"", ""value"": 40.0}, {""logical_row"": 7, ""return"": ""Lâm Đồng"", ""value_text"": ""36"", ""value"": 36.0}]",True,2,7,0,False,p01_b00150,2,7,0,False,p01_b00150
B-train-00281-q04,B-train-00281,argmin,"Trong bảng 1 ở trang 1, Gói thầu nào có Giá dự toán nhỏ nhất?",Gói thầu,Giá dự toán,GT38,True,200,200.0,1,9,0.8181818181818182,GT38 | Công ty Nam Việt | 200 | 110 | Đã duyệt | 1.790 | 21/09/2026 | 4.020,GT38,200,200.0,1,9,0.8181818181818182,GT38 | Công ty Nam Việt | 200 | 110 | Đã duyệt | 1.790 | 21/09/2026 | 4.020,12,"[{""logical_row"": 0, ""return"": ""GT92"", ""value_text"": ""2.060"", ""value"": 2060.0}, {""logical_row"": 1, ""return"": ""GT99"", ""value_text"": ""2.000"", ""value"": 2000.0}, {""logical_row"": 2, ""return"": ""GT67"", ""value_text"": ""1.130"", ""value"": 1130.0}, {""logical_row"": 3, ""return"": ""GT25"", ""value_text"": ""350"", ""value"": 350.0}, {""logical_row"": 5, ""return"": ""Đà Nẵng"", ""value_text"": ""1.200"", ""value"": 1200.0}, {""logical_row"": 6, ""return"": ""Đà Nẵng"", ""value_text"": ""2.430"", ""value"": 2430.0}, {""logical_row"": 7, ""return"": ""GT88"", ""value_text"": ""1.090"", ""value"": 1090.0}, {""logical_row"": 8, ""return"": ""GT87"", ""value_text"": ""2.440"", ""value"": 2440.0}, {""logical_row"": 9, ""return"": ""GT38"", ""value_text"": ""200"", ""value"": 200.0}, {""logical_row"": 10, ""return"": ""GT94"", ""value_text"": ""2.060"", ""value"": 2060.0}, {""logical_row"": 11, ""return"": ""GT67"", ""value_text"": ""680"", ""value"": 680.0}]",True,1,12,0,False,p01_b00081,1,12,0,False,p01_b00081
B-train-00281-q05,B-train-00281,argmax,"Trong bảng 1 ở trang 1, Gói thầu nào có Giá dự toán lớn nhất?",Gói thầu,Giá dự toán,GT87,True,2.440,2440.0,1,8,0.7272727272727273,GT87 | Công ty Việt Phát | 2.440 | 2.380 | Chờ nghiệm thu | 9.192 | 28/08/2026 | 6.406,GT87,2.440,2440.0,1,8,0.7272727272727273,GT87 | Công ty Việt Phát | 2.440 | 2.380 | Chờ nghiệm thu | 9.192 | 28/08/2026 | 6.406,12,"[{""logical_row"": 0, ""return"": ""GT92"", ""value_text"": ""2.060"", ""value"": 2060.0}, {""logical_row"": 1, ""return"": ""GT99"", ""value_text"": ""2.000"", ""value"": 2000.0}, {""logical_row"": 2, ""return"": ""GT67"", ""value_text"": ""1.130"", ""value"": 1130.0}, {""logical_row"": 3, ""return"": ""GT25"", ""value_text"": ""350"", ""value"": 350.0}, {""logical_row"": 5, ""return"": ""Đà Nẵng"", ""value_text"": ""1.200"", ""value"": 1200.0}, {""logical_row"": 6, ""return"": ""Đà Nẵng"", ""value_text"": ""2.430"", ""value"": 2430.0}, {""logical_row"": 7, ""return"": ""GT88"", ""value_text"": ""1.090"", ""value"": 1090.0}, {""logical_row"": 8, ""return"": ""GT87"", ""value_text"": ""2.440"", ""value"": 2440.0}, {""logical_row"": 9, ""return"": ""GT38"", ""value_text"": ""200"", ""value"": 200.0}, {""logical_row"": 10, ""return"": ""GT94"", ""value_text"": ""2.060"", ""value"": 2060.0}, {""logical_row"": 11, ""return"": ""GT67"", ""value_text"": ""680"", ""value"": 680.0}]",True,1,11,0,False,p01_b00073,1,11,0,False,p01_b00073
B-train-00281-q09,B-train-00281,argmin,"Trong bảng 1 ở trang 1, Gói thầu nào có Giá trúng nhỏ nhất?",Gói thầu,Giá trúng,GT38,True,110,110.0,1,9,0.8181818181818182,GT38 | Công ty Nam Việt | 200 | 110 | Đã duyệt | 1.790 | 21/09/2026 | 4.020,GT38,110,110.0,1,9,0.8181818181818182,GT38 | Công ty Nam Việt | 200 | 110 | Đã duyệt | 1.790 | 21/09/2026 | 4.020,12,"[{""logical_row"": 0, ""return"": ""GT92"", ""value_text"": ""1.900"", ""value"": 1900.0}, {""logical_row"": 1, ""return"": ""GT99"", ""value_text"": ""1.870"", ""value"": 1870.0}, {""logical_row"": 2, ""return"": ""GT67"", ""value_text"": ""1.030"", ""value"": 1030.0}, {""logical_row"": 3, ""return"": ""GT25"", ""value_text"": ""200"", ""value"": 200.0}, {""logical_row"": 4, ""return"": ""GT50"", ""value_text"": ""160"", ""value"": 160.0}, {""logical_row"": 5, ""return"": ""Đà Nẵng"", ""value_text"": ""1.030"", ""value"": 1030.0}, {""logical_row"": 6, ""return"": ""Đà Nẵng"", ""value_text"": ""2.390"", ""value"": 2390.0}, {""logical_row"": 7, ""return"": ""GT88"", ""value_text"": ""930"", ""value"": 930.0}, {""logical_row"": 8, ""return"": ""GT87"", ""value_text"": ""2.380"", ""value"": 2380.0}, {""logical_row"": 9, ""return"": ""GT38"", ""value_text"": ""110"", ""value"": 110.0}, {""logical_row"": 10, ""return"": ""GT94"", ""value_text"": ""1.860"", ""value"": 1860.0}, {""logical_row"": 11, ""return"": ""GT67"", ""value_text"": ""540"", ""value"": 540.0}]",True,1,12,0,False,p01_b00081,1,12,0,False,p01_b00081
B-train-00281-q10,B-train-00281,argmax,"Trong bảng 1 ở trang 1, Gói thầu nào có Giá trúng lớn nhất?",Gói thầu,Giá trúng,GT87,True,2.380,2380.0,2,8,0.7272727272727273,GT87 | Công ty Việt Phát | 2.440 | 2.380 | Chờ nghiệm thu | 9.192 | 28/08/2026 | 6.406,Đà Nẵng,2.390,2390.0,1,6,0.5454545454545454,Công ty Đông Á | 2.430 | 2.390 | Đã duyệt | 4.754 | 25/02/2026 | 7.235,12,"[{""logical_row"": 0, ""return"": ""GT92"", ""value_text"": ""1.900"", ""value"": 1900.0}, {""logical_row"": 1, ""return"": ""GT99"", ""value_text"": ""1.870"", ""value"": 1870.0}, {""logical_row"": 2, ""return"": ""GT67"", ""value_text"": ""1.030"", ""value"": 1030.0}, {""logical_row"": 3, ""return"": ""GT25"", ""value_text"": ""200"", ""value"": 200.0}, {""logical_row"": 4, ""return"": ""GT50"", ""value_text"": ""160"", ""value"": 160.0}, {""logical_row"": 5, ""return"": ""Đà Nẵng"", ""value_text"": ""1.030"", ""value"": 1030.0}, {""logical_row"": 6, ""return"": ""Đà Nẵng"", ""value_text"": ""2.390"", ""value"": 2390.0}, {""logical_row"": 7, ""return"": ""GT88"", ""value_text"": ""930"", ""value"": 930.0}, {""logical_row"": 8, ""return"": ""GT87"", ""value_text"": ""2.380"", ""value"": 2380.0}, {""logical_row"": 9, ""return"": ""GT38"", ""value_text"": ""110"", ""value"": 110.0}, {""logical_row"": 10, ""return"": ""GT94"", ""value_text"": ""1.860"", ""value"": 1860.0}, {""logical_row"": 11, ""return"": ""GT67"", ""value_text"": ""540"", ""value"": 540.0}]",False,1,11,0,False,p01_b00073,1,8,0,False,p01_b00050
B-train-00282-q02,B-train-00282,argmax,"Trong bảng 1 ở trang 1, Nghiệp vụ nào có Bồi thường lớn nhất?",Nghiệp vụ,Bồi thường,Sức khỏe,True,2.484,2484.0,1,10,0.9090909090909091,"Sức khỏe | 805 | 9.660 | 2.484 | 25,7% | hồ sơ | 28/10/2026 | B | 3.152",Sức khỏe,2.484,2484.0,1,10,0.9090909090909091,"Sức khỏe | 805 | 9.660 | 2.484 | 25,7% | hồ sơ | 28/10/2026 | B | 3.152",12,"[{""logical_row"": 0, ""return"": ""Sức khỏe"", ""value_text"": ""64"", ""value"": 64.0}, {""logical_row"": 1, ""return"": ""Miền Bắc"", ""value_text"": ""1.577"", ""value"": 1577.0}, {""logical_row"": 2, ""return"": ""Miền Bắc"", ""value_text"": ""547"", ""value"": 547.0}, {""logical_row"": 3, ""return"": ""Hàng hóa"", ""value_text"": ""389"", ""value"": 389.0}, {""logical_row"": 4, ""return"": ""Tai nạn con người"", ""value_text"": ""692"", ""value"": 692.0}, {""logical_row"": 5, ""return"": ""Sức khỏe"", ""value_text"": ""767"", ""value"": 767.0}, {""logical_row"": 6, ""return"": ""Xe cơ giới"", ""value_text"": ""620"", ""value"": 620.0}, {""logical_row"": 7, ""return"": ""Tài sản"", ""value_text"": ""255"", ""value"": 255.0}, {""logical_row"": 8, ""return"": ""Hàng hóa"", ""value_text"": ""257"", ""value"": 257.0}, {""logical_row"": 9, ""return"": ""Tai nạn con người"", ""value_text"": ""2.312"", ""value"": 2312.0}, {""logical_row"": 10, ""return"": ""Sức khỏe"", ""value_text"": ""2.484"", ""value"": 2484.0}, {""logical_row"": 11, ""return"": ""Xe cơ giới"", ""value_text"": ""1.142"", ""value"": 1142.0}]",True,1,13,0,False,p01_b00099,1,13,0,False,p01_b00099
B-train-00282-q03,B-train-00282,argmax,"Trong bảng 1 ở trang 1, Nghiệp vụ nào có Kỳ trước lớn nhất?",Nghiệp vụ,Kỳ trước,Miền Bắc,True,7.854,7854.0,1,1,0.09090909090909091,"Miền Bắc | 247 | 2.470 | 1.577 | 63,8% | triệu đồng | 22/01/2026 | C | 7.854",Miền Bắc,7.854,7854.0,1,1,0.09090909090909091,"Miền Bắc | 247 | 2.470 | 1.577 | 63,8% | triệu đồng | 22/01/2026 | C | 7.854",12,"[{""logical_row"": 0, ""return"": ""Sức khỏe"", ""value_text"": ""3.581"", ""value"": 3581.0}, {""logical_row"": 1, ""return"": ""Miền Bắc"", ""value_text"": ""7.854"", ""value"": 7854.0}, {""logical_row"": 2, ""return"": ""Miền Bắc"", ""value_text"": ""4.997"", ""value"": 4997.0}, {""logical_row"": 3, ""return"": ""Hàng hóa"", ""value_text"": ""1.967"", ""value"": 1967.0}, {""logical_row"": 4, ""return"": ""Tai nạn con người"", ""value_text"": ""4.185"", ""value"": 4185.0}, {""logical_row"": 5, ""return"": ""Sức khỏe"", ""value_text"": ""3.092"", ""value"": 3092.0}, {""logical_row"": 6, ""return"": ""Xe cơ giới"", ""value_text"": ""2.060"", ""value"": 2060.0}, {""logical_row"": 7, ""return"": ""Tài sản"", ""value_text"": ""6.929"", ""value"": 6929.0}, {""logical_row"": 8, ""return"": ""Hàng hóa"", ""value_text"": ""3.905"", ""value"": 3905.0}, {""logical_row"": 9, ""return"": ""Tai nạn con người"", ""value_text"": ""1.997"", ""value"": 1997.0}, {""logical_row"": 10, ""return"": ""Sức khỏe"", ""value_text"": ""3.152"", ""value"": 3152.0}, {""logical_row"": 11, ""return"": ""Xe cơ giới"", ""value_text"": ""7.827"", ""value"": 7827.0}]",True,1,4,0,True,p01_b00021,1,4,0,True,p01_b00021
B-train-00282-q06,B-train-00282,argmin,"Trong bảng 1 ở trang 1, Nghiệp vụ nào có Tỷ lệ nhỏ nhất?",Nghiệp vụ,Tỷ lệ,Hàng hóa,True,"2,3%",2.3,1,8,0.7272727272727273,"Hàng hóa | 664 | 11.288 | 257 | 2,3% | lượt | 26/10/2026 | C | 3.905",Hàng hóa,"2,3%",2.3,1,8,0.7272727272727273,"Hàng hóa | 664 | 11.288 | 257 | 2,3% | lượt | 26/10/2026 | C | 3.905",12,"[{""logical_row"": 0, ""return"": ""Sức khỏe"", ""value_text"": ""2,6%"", ""value"": 2.6}, {""logical_row"": 1, ""return"": ""Miền Bắc"", ""value_text"": ""63,8%"", ""value"": 63.8}, {""logical_row"": 2, ""return"": ""Miền Bắc"", ""value_text"": ""43,4%"", ""value"": 43.4}, {""logical_row"": 3, ""return"": ""Hàng hóa"", ""value_text"": ""15,1%"", ""value"": 15.1}, {""logical_row"": 4, ""return"": ""Tai nạn con người"", ""value_text"": ""17,2%"", ""value"": 17.2}, {""logical_row"": 5, ""return"": ""Sức khỏe"", ""value_text"": ""56,6%"", ""value"": 56.6}, {""logical_row"": 6, ""return"": ""Xe cơ giới"", ""value_text"": ""29,8%"", ""value"": 29.8}, {""logical_row"": 7, ""return"": ""Tài sản"", ""value_text"": ""38,6%"", ""value"": 38.6}, {""logical_row"": 8, ""return"": ""Hàng hóa"", ""value_text"": ""2,3%"", ""value"": 2.3}, {""logical_row"": 9, ""return"": ""Tai nạn con người"", ""value_text"": ""54,5%"", ""value"": 54.5}, {""logical_row"": 10, ""return"": ""Sức khỏe"", ""value_text"": ""25,7%"", ""value"": 25.7}, {""logical_row"": 11, ""return"": ""Xe cơ giới"", ""value_text"": ""41,8%"", ""value"": 41.8}]",True,1,11,0,False,p01_b00082,1,11,0,False,p01_b00082
B-train-00283-q01,B-train-00283,argmin,"Trong bảng 1 ở trang 1, Khoa nào có Nhập viện nhỏ nhất?",Khoa,Nhập viện,Nhi,True,6,6.0,1,14,0.9333333333333333,"Nhi | 99 | 6 | 12 | 36 phút | hồ sơ | 32,5% | 03/02/2026",Nhi,6,6.0,1,14,0.9333333333333333,"Nhi | 99 | 6 | 12 | 36 phút | hồ sơ | 32,5% | 03/02/2026",16,"[{""logical_row"": 0, ""return"": ""Nội tổng hợp"", ""value_text"": ""32"", ""value"": 32.0}, {""logical_row"": 1, ""return"": ""Ngoại"", ""value_text"": ""9"", ""value"": 9.0}, {""logical_row"": 2, ""return"": ""Nhi"", ""value_text"": ""36"", ""value"": 36.0}, {""logical_row"": 3, ""return"": ""Sản"", ""value_text"": ""22"", ""value"": 22.0}, {""logical_row"": 4, ""return"": ""Mắt"", ""value_text"": ""13"", ""value"": 13.0}, {""logical_row"": 5, ""return"": ""Tai Mũi Họng"", ""value_text"": ""17"", ""value"": 17.0}, {""logical_row"": 6, ""return"": ""Nội tổng hợp"", ""value_text"": ""23"", ""value"": 23.0}, {""logical_row"": 7, ""return"": ""Ngoại"", ""value_text"": ""11"", ""value"": 11.0}, {""logical_row"": 8, ""return"": ""Nhi"", ""value_text"": ""48"", ""value"": 48.0}, {""logical_row"": 9, ""return"": ""Sản"", ""value_text"": ""12"", ""value"": 12.0}, {""logical_row"": 10, ""return"": ""Hải Phòng"", ""value_text"": ""40"", ""value"": 40.0}, {""logical_row"": 11, ""return"": ""Hải Phòng"", ""value_text"": ""84"", ""value"": 84.0}, {""logical_row"": 12, ""return"": ""Nội tổng hợp"", ""value_text"": ""73"", ""value"": 73.0}, {""logical_row"": 13, ""return"": ""Ngoại"", ""value_text"": ""27"", ""value"": 27.0}, {""logical_row"": 14, ""return"": ""Nhi"", ""value_text"": ""6"", ""value"": 6.0}, {""logical_row"": 15, ""return"": ""Sản"", ""value_text"": ""9"", ""value"": 9.0}]",True,1,17,0,False,p01_b00120,1,17,0,False,p01_b00120
B-train-00283-q04,B-train-00283,argmax,"Trong bảng 1 ở trang 1, Khoa nào có Lượt khám lớn nhất?",Khoa,Lượt khám,Tai Mũi Họng,True,446,446.0,2,5,0.3333333333333333,"Tai Mũi Họng | 446 | 17 | 0 | 56 phút | kWh | 13,8% | 14/06/2026",Hải Phòng,451,451.0,1,11,0.7333333333333333,"451 | 84 | 0 | 45 phút | tấn | 23,3% | 03/12/2026",16,"[{""logical_row"": 0, ""return"": ""Nội tổng hợp"", ""value_text"": ""226"", ""value"": 226.0}, {""logical_row"": 1, ""return"": ""Ngoại"", ""value_text"": ""91"", ""value"": 91.0}, {""logical_row"": 3, ""return"": ""Sản"", ""value_text"": ""382"", ""value"": 382.0}, {""logical_row"": 4, ""return"": ""Mắt"", ""value_text"": ""67"", ""value"": 67.0}, {""logical_row"": 5, ""return"": ""Tai Mũi Họng"", ""value_text"": ""446"", ""value"": 446.0}, {""logical_row"": 6, ""return"": ""Nội tổng hợp"", ""value_text"": ""140"", ""value"": 140.0}, {""logical_row"": 7, ""return"": ""Ngoại"", ""value_text"": ""302"", ""value"": 302.0}, {""logical_row"": 8, ""return"": ""Nhi"", ""value_text"": ""367"", ""value"": 367.0}, {""logical_row"": 9, ""return"": ""Sản"", ""value_text"": ""109"", ""value"": 109.0}, {""logical_row"": 10, ""return"": ""Hải Phòng"", ""value_text"": ""346"", ""value"": 346.0}, {""logical_row"": 11, ""return"": ""Hải Phòng"", ""value_text"": ""451"", ""value"": 451.0}, {""logical_row"": 12, ""return"": ""Nội tổng hợp"", ""value_text"": ""372"", ""value"": 372.0}, {""logical_row"": 13, ""return"": ""Ngoại"", ""value_text"": ""367"", ""value"": 367.0}, {""logical_row"": 14, ""return"": ""Nhi"", ""value_text"": ""99"", ""value"": 99.0}, {""logical_row"": 15, ""return"": ""Sản"", ""value_text"": ""309"", ""value"": 309.0}]",False,1,8,0,False,p01_b00051,1,13,0,False,p01_b00091
B-train-00283-q06,B-train-00283,argmin,"Trong bảng 1 ở trang 1, Khoa nào có Tỷ trọng (%) nhỏ nhất?",Khoa,Tỷ trọng (%),Mắt,True,"9,7%",9.7,1,4,0.26666666666666666,"Mắt | 67 | 13 | 8 | 57 phút | tấn | 9,7% | 10/08/2026",Mắt,"9,7%",9.7,1,4,0.26666666666666666,"Mắt | 67 | 13 | 8 | 57 phút | tấn | 9,7% | 10/08/2026",16,"[{""logical_row"": 0, ""return"": ""Nội tổng hợp"", ""value_text"": ""13,8%"", ""value"": 13.8}, {""logical_row"": 1, ""return"": ""Ngoại"", ""value_text"": ""35,2%"", ""value"": 35.2}, {""logical_row"": 2, ""return"": ""Nhi"", ""value_text"": ""33,6%"", ""value"": 33.6}, {""logical_row"": 3, ""return"": ""Sản"", ""value_text"": ""14,3%"", ""value"": 14.3}, {""logical_row"": 4, ""return"": ""Mắt"", ""value_text"": ""9,7%"", ""value"": 9.7}, {""logical_row"": 5, ""return"": ""Tai Mũi Họng"", ""value_text"": ""13,8%"", ""value"": 13.8}, {""logical_row"": 6, ""return"": ""Nội tổng hợp"", ""value_text"": ""18,3%"", ""value"": 18.3}, {""logical_row"": 7, ""return"": ""Ngoại"", ""value_text"": ""31,0%"", ""value"": 31.0}, {""logical_row"": 8, ""return"": ""Nhi"", ""value_text"": ""23,1%"", ""value"": 23.1}, {""logical_row"": 9, ""return"": ""Sản"", ""value_text"": ""34,3%"", ""value"": 34.3}, {""logical_row"": 11, ""return"": ""Hải Phòng"", ""value_text"": ""23,3%"", ""value"": 23.3}, {""logical_row"": 12, ""return"": ""Nội tổng hợp"", ""value_text"": ""26,4%"", ""value"": 26.4}, {""logical_row"": 13, ""return"": ""Ngoại"", ""value_text"": ""12,3%"", ""value"": 12.3}, {""logical_row"": 14, ""return"": ""Nhi"", ""value_text"": ""32,5%"", ""value"": 32.5}, {""logical_row"": 15, ""return"": ""Sản"", ""value_text"": ""30,2%"", ""value"": 30.2}]",True,1,7,0,False,p01_b00043,1,7,0,False,p01_b00043
B-train-00284-q02,B-train-00284,argmax,"Trong bảng 1 ở trang 1, Mã hàng nào có Tỷ trọng (%) lớn nhất?",Mã hàng,Tỷ trọng (%),VT965,True,"34,9%",34.9,1,11,1.0,"VT965 | Bàn làm việc | Ram | 138 | 99 | 210 | 27 | 34,9% | Không phát sinh",VT965,"34,9%",34.9,1,11,1.0,"VT965 | Bàn làm việc | Ram | 138 | 99 | 210 | 27 | 34,9% | Không phát sinh",12,"[{""logical_row"": 0, ""return"": ""Đà Nẵng"", ""value_text"": ""6,5%"", ""value"": 6.5}, {""logical_row"": 1, ""return"": ""Đà Nẵng"", ""value_text"": ""29,1%"", ""value"": 29.1}, {""logical_row"": 2, ""return"": ""VT211"", ""value_text"": ""4,4%"", ""value"": 4.4}, {""logical_row"": 3, ""return"": ""VT106"", ""value_text"": ""2,0%"", ""value"": 2.0}, {""logical_row"": 4, ""return"": ""VT979"", ""value_text"": ""17,4%"", ""value"": 17.4}, {""logical_row"": 5, ""return"": ""VT734"", ""value_text"": ""32,9%"", ""value"": 32.9}, {""logical_row"": 6, ""return"": ""VT755"", ""value_text"": ""33,0%"", ""value"": 33.0}, {""logical_row"": 7, ""return"": ""VT742"", ""value_text"": ""0,9%"", ""value"": 0.9}, {""logical_row"": 8, ""return"": ""VT894"", ""value_text"": ""18,2%"", ""value"": 18.2}, {""logical_row"": 9, ""return"": ""VT797"", ""value_text"": ""33,8%"", ""value"": 33.8}, {""logical_row"": 10, ""return"": ""VT928"", ""value_text"": ""28,5%"", ""value"": 28.5}, {""logical_row"": 11, ""return"": ""VT965"", ""value_text"": ""34,9%"", ""value"": 34.9}]",True,1,14,0,False,p01_b00108,1,14,0,False,p01_b00108
B-train-00284-q04,B-train-00284,argmax,"Trong bảng 1 ở trang 1, Mã hàng nào có Tồn cuối lớn nhất?",Mã hàng,Tồn cuối,VT742,True,164,164.0,1,7,0.6363636363636364,"VT742 | Máy chiếu | Bộ | 131 | 62 | 29 | 164 | 0,9% | Đã đối chiếu",VT742,164,164.0,1,7,0.6363636363636364,"VT742 | Máy chiếu | Bộ | 131 | 62 | 29 | 164 | 0,9% | Đã đối chiếu",12,"[{""logical_row"": 0, ""return"": ""Đà Nẵng"", ""value_text"": ""59"", ""value"": 59.0}, {""logical_row"": 1, ""return"": ""Đà Nẵng"", ""value_text"": ""47"", ""value"": 47.0}, {""logical_row"": 2, ""return"": ""VT211"", ""value_text"": ""102"", ""value"": 102.0}, {""logical_row"": 3, ""return"": ""VT106"", ""value_text"": ""82"", ""value"": 82.0}, {""logical_row"": 4, ""return"": ""VT979"", ""value_text"": ""25"", ""value"": 25.0}, {""logical_row"": 5, ""return"": ""VT734"", ""value_text"": ""62"", ""value"": 62.0}, {""logical_row"": 6, ""return"": ""VT755"", ""value_text"": ""25"", ""value"": 25.0}, {""logical_row"": 7, ""return"": ""VT742"", ""value_text"": ""164"", ""value"": 164.0}, {""logical_row"": 8, ""return"": ""VT894"", ""value_text"": ""32"", ""value"": 32.0}, {""logical_row"": 10, ""return"": ""VT928"", ""value_text"": ""114"", ""value"": 114.0}, {""logical_row"": 11, ""return"": ""VT965"", ""value_text"": ""27"", ""value"": 27.0}]",True,1,10,0,True,p01_b00072,1,10,0,True,p01_b00072
B-train-00284-q06,B-train-00284,argmin,"Trong bảng 1 ở trang 1, Mã hàng nào có Tồn đầu nhỏ nhất?",Mã hàng,Tồn đầu,Đà Nẵng,True,41,41.0,2,0,0.0,"Đà Nẵng | Giấy in A4 | Ram | 41 | 95 | 77 | 59 | 6,5% | Chưa đủ chứng từ",Đà Nẵng,38,38.0,1,1,0.09090909090909091,"Mực máy in | Cái | 38 | 41 | 32 | 47 | 29,1% | Điều chỉnh kỳ sau",12,"[{""logical_row"": 0, ""return"": ""Đà Nẵng"", ""value_text"": ""41"", ""value"": 41.0}, {""logical_row"": 1, ""return"": ""Đà Nẵng"", ""value_text"": ""38"", ""value"": 38.0}, {""logical_row"": 2, ""return"": ""VT211"", ""value_text"": ""167"", ""value"": 167.0}, {""logical_row"": 3, ""return"": ""VT106"", ""value_text"": ""115"", ""value"": 115.0}, {""logical_row"": 5, ""return"": ""VT734"", ""value_text"": ""101"", ""value"": 101.0}, {""logical_row"": 6, ""return"": ""VT755"", ""value_text"": ""87"", ""value"": 87.0}, {""logical_row"": 7, ""return"": ""VT742"", ""value_text"": ""131"", ""value"": 131.0}, {""logical_row"": 8, ""return"": ""VT894"", ""value_text"": ""164"", ""value"": 164.0}, {""logical_row"": 9, ""return"": ""VT797"", ""value_text"": ""56"", ""value"": 56.0}, {""logical_row"": 10, ""return"": ""VT928"", ""value_text"": ""168"", ""value"": 168.0}, {""logical_row"": 11, ""return"": ""VT965"", ""value_text"": ""138"", ""value"": 138.0}]",True,1,3,0,False,p01_b00012,1,3,0,False,p01_b00012
B-train-00284-q10,B-train-00284,argmin,"Trong bảng 1 ở trang 1, Mã hàng nào có Nhập nhỏ nhất?",Mã hàng,Nhập,VT755,True,5,5.0,1,6,0.5454545454545454,"VT755 | Bộ phát Wi-Fi | Cái | 87 | 5 | 67 | 25 | 33,0% | Không phát sinh",VT755,5,5.0,1,6,0.5454545454545454,"VT755 | Bộ phát Wi-Fi | Cái | 87 | 5 | 67 | 25 | 33,0% | Không phát sinh",12,"[{""logical_row"": 0, ""return"": ""Đà Nẵng"", ""value_text"": ""95"", ""value"": 95.0}, {""logical_row"": 1, ""return"": ""Đà Nẵng"", ""value_text"": ""41"", ""value"": 41.0}, {""logical_row"": 2, ""return"": ""VT211"", ""value_text"": ""26"", ""value"": 26.0}, {""logical_row"": 3, ""return"": ""VT106"", ""value_text"": ""119"", ""value"": 119.0}, {""logical_row"": 5, ""return"": ""VT734"", ""value_text"": ""86"", ""value"": 86.0}, {""logical_row"": 6, ""return"": ""VT755"", ""value_text"": ""5"", ""value"": 5.0}, {""logical_row"": 7, ""return"": ""VT742"", ""value_text"": ""62"", ""value"": 62.0}, {""logical_row"": 8, ""return"": ""VT894"", ""value_text"": ""20"", ""value"": 20.0}, {""logical_row"": 9, ""return"": ""VT797"", ""value_text"": ""115"", ""value"": 115.0}, {""logical_row"": 10, ""return"": ""VT928"", ""value_text"": ""56"", ""value"": 56.0}, {""logical_row"": 11, ""return"": ""VT965"", ""value_text"": ""99"", ""value"": 99.0}]",True,1,9,0,False,p01_b00063,1,9,0,False,p01_b00063
B-train-00285-q04,B-train-00285,argmin,"Trong bảng 1 ở trang 1, Phòng ban nào có Kế hoạch năm nhỏ nhất?",Phòng ban,Kế hoạch năm,Công nghệ,True,2.433,2433.0,2,3,0.42857142857142855,"Công nghệ | 18 | 14 | 4 | -4 | Cần rà soát | 14,2% | 2.433",Cần Thơ,1.032,1032.0,1,2,0.2857142857142857,"20 | 18 | 2 | -2 | C | 33,8% | 1.032",8,"[{""logical_row"": 0, ""return"": ""Kinh doanh"", ""value_text"": ""9.649"", ""value"": 9649.0}, {""logical_row"": 1, ""return"": ""Cần Thơ"", ""value_text"": ""7.426"", ""value"": 7426.0}, {""logical_row"": 2, ""return"": ""Cần Thơ"", ""value_text"": ""1.032"", ""value"": 1032.0}, {""logical_row"": 3, ""return"": ""Công nghệ"", ""value_text"": ""2.433"", ""value"": 2433.0}, {""logical_row"": 4, ""return"": ""Hành chính"", ""value_text"": ""4.196"", ""value"": 4196.0}, {""logical_row"": 5, ""return"": ""Chăm sóc khách hàng"", ""value_text"": ""4.168"", ""value"": 4168.0}, {""logical_row"": 7, ""return"": ""Kế toán"", ""value_text"": ""8.631"", ""value"": 8631.0}]",False,1,6,0,False,p01_b00034,1,4,0,False,p01_b00019
