question_id,reasoning_type,solver_answer,solver_value,solver_full_row,solver_row_position_ratio,solver_entity_physical_cell_count,solver_seen_before,solver_is_bold,expected_answer,expected_value,expected_full_row,expected_row_position_ratio,expected_entity_physical_cell_count,expected_is_bold,extreme_gap,extreme_gap_ratio,num_logical_rows
B-train-00330-q04,argmax,Cần Thơ,9091.0,"11.637 | 7.288 | 2,2% | 75 | hồ sơ | 9.091 | 35,8%",0.13333333333333333,1,True,False,Cụm BTS-01,7143.0,"Cụm BTS-01 | 36.121 | 11.038 | 2,8% | 12 | hồ sơ | 7.143 | 34,3%",0.0,4,False,1948.0,0.2727145457090858,16
B-train-00331-q01,argmin,Đà Nẵng,83.0,"5660 | 90,9% | 83 | 367.900 | hồ sơ | 6.957",0.7,1,True,True,Kho Cần Thơ,208.0,"Kho Cần Thơ | 2288 | 78,2% | 208 | 57.200 | lượt | 7.361",0.3,2,False,125.0,0.6009615384615384,11
B-train-00331-q08,argmax,Hưu trí Đã đối chiếu,9417.0,"Hưu trí Đã đối chiếu | 2236 | 2134 | 66 | 29.876 | 37,2% | lượt | 9.417",0.7142857142857143,1,False,True,Tai nạn lao động,5493.0,"Tai nạn lao động | 1263 | 1209 | 53 | 21.762 | 2,5% | lượt | 5.493",0.5714285714285714,1,False,3924.0,0.7143637356635718,8
B-train-00331-q10,argmax,Kho Hà Nội,923.0,"Kho Hà Nội | 98,7% | 923 | 155.376 | triệu đồng | 3.827",0.0,2,False,False,Kho Cần Thơ,692.0,"Kho Cần Thơ | 6022 | 95,5% | 692 | 102.374 | hồ sơ | 3.266",0.8,2,False,231.0,0.3338150289017341,11
B-train-00335-q01,argmax,Khánh Hòa,7923.0,"38 | 39 | 0 | +1 | 2.122 | 30,0% | 7.923",0.5625,1,True,False,Hành chính,7476.0,"Hành chính | 31 | 34 | 0 | +3 | 7.223 | 8,4% | 7.476",0.625,3,False,447.0,0.059791332263242375,17
B-train-00339-q07,argmin,Hà Nội,-540.0,"1.060 | 520 | -540 | 49,1% | 9.107 | 2.790",0.21428571428571427,1,True,False,Đồng bằng sông Cửu Long,-440.0,"Đồng bằng sông Cửu Long | 3.670 | 3.230 | -440 | 88,0% | 3.647 | 551",0.2857142857142857,3,False,100.0,0.22727272727272727,15
B-train-00339-q10,argmin,Hà Nội,49.1,"1.060 | 520 | -540 | 49,1% | 9.107 | 2.790",0.21428571428571427,1,True,False,Miền Bắc,76.2,"Miền Bắc | 1.010 | 770 | -240 | 76,2% | 7.735 | 5.677",0.35714285714285715,2,False,27.1,0.3556430446194226,15
B-train-00341-q04,argmax,Trường liên cấp,24803.0,"Trường liên cấp | 25.550 Đã đối chiếu | 24.803 | 97,1% | Mặt bằng | A | 25/06/2026",1.0,2,True,False,Khánh Hòa,21266.0,"Khánh Hòa | 25.860 | 21.266 | 82,2% | Thủ tục | C | 09/03/2026",0.5714285714285714,1,False,3537.0,0.1663218282704787,8
B-train-00344-q10,argmax,Miền Trung,4.0,11 | 15 | 0 | +4 | Cần rà soát | tấn,0.9166666666666666,1,True,False,Vận hành,0.0,Vận hành | 31 | 31 | 0 | +0 | A | kWh,0.6666666666666666,2,False,4.0,3999999999.9999995,13
B-train-00345-q05,argmin,Hàng hóa,29.0,"Hàng hóa | 241 Đã đối chiếu | 3.133 | 29 | 0,9% | HS4754 | 2.519 | 04/07/2026 | C",0.25,2,False,False,Sức khỏe,244.0,"Sức khỏe | 628 | 1.884 | 244 | 13,0% | HS3178 | 8.780 | A",0.8333333333333334,2,False,215.0,0.8811475409836066,13
B-train-00349-q01,argmax,Vịnh Hạ Long Đã đối chiếu,138198.0,"Vịnh Hạ Long Đã đối chiếu | 22.691 | 342 | 138.198 | 56,7% | 5.223 | HS3496 | 10/11/2026",0.5555555555555556,1,False,False,Phú Quốc,116720.0,"Phú Quốc | 20.304 | 3.040 | 116.720 | 57,7% | 3.856 | HS0313 | 08/03/2026",1.0,2,False,21478.0,0.18401302261823166,10
B-train-00350-q05,argmin,Miền Bắc,1710.0,"1.470 | 1.710 | 240 | 116,3% | HS2163 | hồ sơ",0.5,3,True,False,Miền Nam,1990.0,"Miền Nam | 2.480 | 1.990 | -490 | 80,2% | HS7831 | lượt",0.16666666666666666,3,False,280.0,0.1407035175879397,13
B-train-00352-q04,argmin,Miền Bắc Đã đối chiếu,660.0,"Miền Bắc Đã đối chiếu | 1.100 | 660 | -440 | 60,0% | 9.202 | 07/04/2026 | Điều chỉnh kỳ sau",0.7142857142857143,1,False,False,Đồng bằng sông Cửu Long,1680.0,"Đồng bằng sông Cửu Long | 1.420 | 1.680 | 260 | 118,3% | 1.366 | 11/05/2026 | Không phát sinh",0.5714285714285714,1,False,1020.0,0.6071428571428571,8
B-train-00355-q03,argmin,Đường vành đai Đã đối chiếu,1600.0,"Đường vành đai Đã đối chiếu | 1.600 | 729 | 45,6% | Thủ tục | C | 7.924 | 4.323 | triệu đồng",0.125,1,False,False,Trường liên cấp,11240.0,"Trường liên cấp | 11.240 | 5.895 | 52,4% | Thủ tục | A | 6.591 | 1.297 | triệu đồng",0.25,1,True,9640.0,0.8576512455516014,9
B-train-00367-q09,argmin,Nội tổng hợp,69.0,Nội tổng hợp | 69 | 13 | 3 | 30 phút | 3.661 | 7.494 | 2.435,1.0,3,True,False,Tai Mũi Họng,74.0,Tai Mũi Họng | 74 | 10 | 3 | 49 phút | 592 | 4.589,0.4166666666666667,1,False,5.0,0.06756756756756757,13
B-train-00373-q02,argmax,Hà Nội,80.0,"16.568 | 6.902 | 1,2% | 80 | Chưa đủ chứng từ | 5.872",0.25,1,True,False,Cụm BTS-01,76.0,"Cụm BTS-01 | 21.993 | 5.443 | 0,4% | 76 | Đã đối chiếu",0.0,2,True,4.0,0.05263157894736842,9
B-train-00374-q09,argmin,Miền Trung,3.0,Máy quét tài liệu | Cái | 32 | 19 | 3 | 48 | 05/05/2026,0.18181818181818182,1,True,False,VT371,9.0,VT371 | Máy quét tài liệu | Ram | 53 | 31 | 9 | 75 | 02/06/2026,0.9090909090909091,1,False,6.0,0.6666666666666666,12
B-train-00376-q09,argmin,Sông Hương Đã đối chiếu,1.1,"Sông Hương Đã đối chiếu | 6,41 | 42 | 12 | Điều chỉnh kỳ sau | hồ sơ | 1.079 | 1,1%",0.8571428571428571,1,False,True,Cửa biển Đà Nẵng,7.8,"Cửa biển Đà Nẵng | 7,97 | 53 | 25 | Chấp nhận | Đã đối chiếu | kWh | 8.454 | 7,8%",0.5714285714285714,1,False,6.699999999999999,0.8589743589743589,8
B-train-00377-q07,argmin,Đồng Nai,505.0,"14.006 | 72.310 | 2,5% | 36 | 505 | tấn | 6.924 | 19/09/2026",0.1111111111111111,1,True,False,Cụm BTS-02,3289.0,"Cụm BTS-02 | 28.325 | 38.509 | 2,5% | 78 | 3.289 | lượt | 9.435",0.6666666666666666,1,False,2784.0,0.8464578899361508,10
B-train-00379-q03,argmin,Đà Nẵng 01 Đã đối chiếu,3.2,"Đà Nẵng 01 Đã đối chiếu | 3.070 | 900 | 230 | 16,5% | triệu đồng | 3,2% | Đã đối chiếu | B",0.5833333333333334,1,False,False,Hà Nội 01,8.1,"Hà Nội 01 | 9.820 | 5.270 | 60 | 9,5% | kWh | 8,1% | Chưa đủ chứng từ | A",0.4166666666666667,2,False,4.8999999999999995,0.6049382716049382,13
B-train-00379-q08,argmin,Đà Nẵng 01 Đã đối chiếu,900.0,"Đà Nẵng 01 Đã đối chiếu | 3.070 | 900 | 230 | 16,5% | triệu đồng | 3,2% | Đã đối chiếu | B",0.5833333333333334,1,False,False,Đà Nẵng 01,2810.0,"Đà Nẵng 01 | 1.090 | 2.810 | 40 | 10,2% | lượt | 13,3% | Đã đối chiếu | A",0.16666666666666666,2,False,1910.0,0.6797153024911032,13
B-train-00381-q07,argmax,Miền Nam,918.0,"15.215 | 4,1% | 918 | 6 | 1.941 | HS1676 | hồ sơ",0.1,1,True,False,Trạm 110kV Bắc,830.0,"Trạm 110kV Bắc | 15.902 | 6,7% | 830 | 5 | 2.657 | HS8930 | kWh",1.0,2,True,88.0,0.10602409638554217,11
B-train-00389-q03,argmax,Sông Hồng,82.0,"Sông Hồng | 8,33 Đã đối chiếu | 82 | 21 | Tốt | HS9188 | 16,2%",0.0,3,False,False,Sông Hương,76.0,"Sông Hương | 7,14 | 76 | 39 | Cần theo dõi | HS0129 | 34,0%",0.6,2,False,6.0,0.07894736842105263,11
B-train-00395-q03,argmax,Hải Phòng,63.5,"260 | 1.300 | 825 | 63,5% | 9.599 | 30,7% | 7.899 | 1.432",1.0,1,True,False,Hàng hóa,60.1,"Hàng hóa | 145 | 1.015 | 610 | 60,1% | 2.596 | 30,9% | 4.425 Đã đối chiếu | 3.397",0.3333333333333333,1,False,3.3999999999999986,0.05657237936772044,10
B-train-00402-q05,argmin,Miền Trung,1821.0,"17.530 | 1.821 | 10,4% | Mặt bằng | 4.951 | 27/03/2026 | Không phát sinh | 2.244",0.75,1,True,False,Nhà máy nước,4376.0,"Nhà máy nước | 14.100 | 4.376 | 31,0% | Thủ tục | 7.181 | 17/12/2026 | Chưa đủ chứng từ | 251",0.375,2,False,2555.0,0.5838665447897623,9
B-train-00407-q05,argmin,Tây Nguyên,976.0,"7.690 | 2.620 | 60 | 4,1% | lượt | HS4051 | 976",0.1111111111111111,1,True,False,Cần Thơ 02,1109.0,"Cần Thơ 02 | 4.500 | 8.400 | 310 | 5,0% | lượt | HS3764 | 1.109",0.4444444444444444,1,False,133.0,0.11992786293958521,10
B-train-00409-q03,argmax,Tây Nguyên,8342.0,"34 | 714 | 90,2% | 98.532 | Điều chỉnh giờ | C | Điều chỉnh kỳ sau | 8.342",0.7272727272727273,1,True,False,Hà Nội – Hải Phòng,7853.0,"Hà Nội – Hải Phòng | 43 | 1.290 | 96,3% | 219.300 | Điều chỉnh giờ | A | Chưa đủ chứng từ | 7.853",0.0,1,False,489.0,0.062269196485419585,12
B-train-00413-q03,argmax,Cần Thơ,20729.0,"24.190 | 20.729 | 85,7% | Vật liệu | Cần rà soát | HS3760 | 9.232 | 398",0.2857142857142857,1,True,False,Đường vành đai,15284.0,"Đường vành đai | 21.000 | 15.284 | 72,8% | Mặt bằng | C | HS0214 | 9.229 | 6.844",0.7857142857142857,3,True,5445.0,0.35625490709238417,15
B-train-00413-q05,argmin,Cần Thơ,398.0,"24.190 | 20.729 | 85,7% | Vật liệu | Cần rà soát | HS3760 | 9.232 | 398",0.2857142857142857,1,True,False,Khu tái định cư,1682.0,"Khu tái định cư | 17.110 | 7.317 | 42,8% | Không | A | HS8814 | 5.587 | 1.682",1.0,2,False,1284.0,0.7633769322235434,15
B-train-00413-q10,argmin,Khu tái định cư,1574.0,"Khu tái định cư | 11.910 Đã đối chiếu | 8.536 | 71,7% | Thủ tục | B | HS9283 | 1.574 | 1.841",0.6428571428571429,2,False,False,Nhà máy nước,1690.0,"Nhà máy nước | 9.070 | 1.776 | 19,6% | Vật liệu | Cần rà soát | HS1114 | 1.690 | 3.037",0.5714285714285714,2,False,116.0,0.06863905325443787,15
B-train-00421-q10,argmax,Hải Phòng,33.9,"2.880 | 7.780 | 0,7% | 3.135 | 33,9% | 425 | C",0.1111111111111111,1,True,False,Cần Thơ 02,31.6,"Cần Thơ 02 | 8.010 | 1.760 | 370 | 13,4% | 7.028 | 31,6% | 9.765 | Cần rà soát",0.4444444444444444,2,False,2.299999999999997,0.07278481012658218,10
B-train-00422-q07,argmax,Tây Nguyên,36.1,"1742 | 1702 | 24 | 25.530 | A | 36,1% | kWh",0.07142857142857142,1,True,False,Hưu trí,32.7,"Hưu trí | 432 | 327 | 23 | 4.251 | C | 32,7% | hồ sơ",0.35714285714285715,2,False,3.3999999999999986,0.10397553516819566,15
B-train-00423-q02,argmin,Miền Trung,1110.0,Công ty Việt Phát | 1.470 | 1.320 | Chờ nghiệm thu | Chưa đủ chứng từ | 1.110 | 2.096,0.8888888888888888,1,True,False,GT02,2970.0,GT02 | Công ty Nam Việt | 880 | 700 | Đang thực hiện | Điều chỉnh kỳ sau | 2.970 | 5.229,0.4444444444444444,2,False,1860.0,0.6262626262626263,10
B-train-00424-q02,argmin,Miền Nam,912.0,"7.202 | 912 | 24.342 | 85,2% | 2.914 | 21,8% Đã đối chiếu | B",0.5294117647058824,1,True,False,Nha Trang,1142.0,"Nha Trang | 18.672 | 1.142 | 118.884 | 83,3% | 9.568 | 1,0% | A",0.7647058823529411,2,False,230.0,0.20140105078809106,18
B-train-00425-q08,argmax,Hà Nội,171.0,Máy quét tài liệu | Cái | 171 | 42 | 211 | 2,0.2857142857142857,1,True,False,VT176,163.0,VT176 | Ghế xoay | 163 | 110 | 63 | 210,0.5714285714285714,1,False,8.0,0.049079754601226995,8
B-train-00436-q02,argmax,Khánh Hòa,178472.0,"19.696 | 5.800 | 178.472 | 89,3% | 5.938 | triệu đồng | 23/06/2026 | A",0.9,1,True,True,Vịnh Hạ Long,107121.0,"Vịnh Hạ Long | 11.731 | 3.572 | 107.121 | 61,2% | 4.568 | triệu đồng | 01/10/2026 | Cần rà soát",0.0,3,False,71351.0,0.6660785466901915,11
B-train-00444-q04,argmax,Cụm BTS-01,92.0,"Cụm BTS-01 | 47.848 | 0,3% | 92 | triệu đồng | 3.084 | A | 04/01/2026",0.8461538461538461,2,True,False,Khu vực ven biển,89.0,"Khu vực ven biển | 36.741 | 97.035 | 2,0% | 89 | lượt | 9.350 | Cần rà soát | 10/04/2026",0.23076923076923078,3,True,3.0,0.033707865168539325,14
B-train-00447-q03,argmax,Khánh Hòa,95.7,"12C | 47 | 45 | 95,7% | lượt | HS0303",0.15384615384615385,1,True,False,THPT Trần Phú,95.5,"THPT Trần Phú | 12C | 44 | 42 | 95,5% | kWh | HS3427",0.9230769230769231,2,False,0.20000000000000284,0.0020942408376963648,14
B-train-00450-q06,argmax,Miền Trung,44.0,"12C | 44 | 36 | 81,8% | HS4037 | 2.155",0.2857142857142857,1,True,False,THPT Trần Phú,43.0,"THPT Trần Phú | 12C | 43 | 32 | 74,4% | HS5658 | 4.490",1.0,1,True,1.0,0.023255813953488372,8
B-train-00452-q03,argmin,Miền Trung,23175.0,515 | 163 | 23.175 | 9.421 | tấn | 9.411,0.45454545454545453,1,True,False,Kho Đà Nẵng,29718.0,"Kho Đà Nẵng | 762 | 99,5% | 441 | 29.718 | 4.197 | triệu đồng | 2.350",0.09090909090909091,3,False,6543.0,0.2201695941853422,12
B-train-00452-q04,argmax,Miền Trung,9411.0,515 | 163 | 23.175 | 9.421 | tấn | 9.411,0.45454545454545453,1,True,False,Kho Bình Dương,8676.0,"Kho Bình Dương | 4243 | 78,6% | 912 | 140.019 | 5.952 | hồ sơ | 8.676",0.18181818181818182,2,False,735.0,0.084716459197787,12
B-train-00454-q06,argmin,Hải Phòng,210.0,"32.815 | 1.427 | 3,4% | 48 | Không phát sinh | 210 | 9.097",0.5,1,True,False,Khu vực ven biển,437.0,"Khu vực ven biển | 46.600 | 32.757 | 1,6% | 3 | Đã đối chiếu | 437 | 908",0.2,2,False,227.0,0.5194508009153318,11
B-train-00454-q07,argmin,Đà Nẵng,2.0,1423 | 1360 | 2 | 21.760 | 5.840 | hồ sơ | 7.470 | HS6407,0.1111111111111111,1,True,False,Tai nạn lao động,11.0,Tai nạn lao động | 1732 | 1701 | 11 | 10.206 | 3.671 | hồ sơ | 6.441 | HS2862,1.0,2,False,9.0,0.8181818181818182,10
B-train-00457-q07,argmin,Đồng Nai,73304.0,"34 | 748 | 88,2% | 73.304 | Điều chỉnh giờ | 12/05/2026",0.7777777777777778,1,True,True,Nha Trang – Đà Lạt,77004.0,"Nha Trang – Đà Lạt | 31 | 837 | 87,0% | 77.004 | Bình thường | 27/01/2026",0.3333333333333333,1,False,3700.0,0.0480494519765207,10
B-train-00464-q06,argmin,Miền Trung,11.7,"15.850 | 1.847 | 11,7% | Mặt bằng | 4.625 | Chưa đủ chứng từ",0.35294117647058826,1,True,False,Khu tái định cư,13.3,"Khu tái định cư | 15.050 | 1.999 | 13,3% | Vật liệu | 2.989 | Đã đối chiếu",0.5294117647058824,3,False,1.6000000000000014,0.12030075187969935,18
B-train-00471-q04,argmin,Đồng bằng sông Cửu Long,15975.0,"15.975 | 75.868 | 1,7% | 17 | 2.640 | A | 24,8% | Không phát sinh",1.0,1,True,False,Khu vực ven biển,16352.0,"Khu vực ven biển | 16.352 | 82.044 | 1,1% | 84 | 9.268 | Cần rà soát | 2,2% | Đã đối chiếu",0.25,1,False,377.0,0.023055283757338552,9
B-train-00472-q02,argmin,Đồng bằng sông Cửu Long,285.0,"21.752 | 285 | 132.222 | 74,9% | HS7855 | 1.762",0.1,1,True,False,Vịnh Hạ Long,1589.0,"Vịnh Hạ Long | 17.263 | 1.589 | 131.964 | 55,0% | HS9349 | 2.902",1.0,2,False,1304.0,0.8206419131529263,11
B-train-00475-q04,argmax,Khánh Hòa,9613.0,"940 | 2.030 | 50 | 16,5% | Không phát sinh | 9.613 | 5.472 | 19,4%",0.2727272727272727,1,True,False,Hải Phòng 02,8114.0,"Hải Phòng 02 | 7.690 | 6.250 | 330 | 1,2% | Điều chỉnh kỳ sau | 8.114 | 4.049 | 34,6%",0.5454545454545454,2,False,1499.0,0.18474242050776435,12
B-train-00479-q10,argmin,Sản Đã đối chiếu,63.0,Sản Đã đối chiếu | 63 | 11 | 0 | 59 phút | C | HS1091 | 06/03/2026,0.3,1,False,False,Ngoại,166.0,Ngoại | 166 | 27 | 2 | 70 phút | B | HS6539 | 19/10/2026,0.7,1,False,103.0,0.6204819277108434,11
B-train-00501-q03,argmin,Đồng Nai,3.2,"2.360 | -80 | 96,6% | HS8705 | 3,2%",0.6363636363636364,1,True,False,Miền Bắc,3.7,"Miền Bắc | 3.320 | 2.910 | -410 | 87,7% | HS5987 | 3,7%",0.45454545454545453,3,False,0.5,0.13513513513513511,12
B-train-00503-q09,argmax,Đà Nẵng,9420.0,Công ty Đông Á | 2.080 | 1.970 | Đã duyệt | 7.940 | 9.420,0.8571428571428571,1,True,False,GT35,9014.0,GT35 | Hợp tác xã Thành Công | 1.820 | 1.790 | Chờ nghiệm thu | 9.467 | 9.014,1.0,1,False,406.0,0.045041047259818064,8
B-train-00503-q10,argmax,Đà Nẵng,1970.0,Công ty Đông Á | 2.080 | 1.970 | Đã duyệt | 7.940 | 9.420,0.8571428571428571,1,False,False,GT93,1930.0,GT93 | Công ty Nam Việt | 2.120 | 1.930 | 7.272 | 6.500,0.5714285714285714,1,False,40.0,0.02072538860103627,8
B-train-00504-q03,argmax,Miền Nam,7645.0,"2069 | 2042 | 23 | 6.126 | 19,3% | 01/03/2026 | 7.645",0.6666666666666666,1,True,False,Thai sản,7557.0,"Thai sản | 216 | 177 | 21 | 2.301 | 13,6% | 19/01/2026 | 7.557",0.8888888888888888,2,False,88.0,0.011644832605531296,10
B-train-00511-q09,argmin,Lâm Đồng,1306.0,"12C | 25 | 13 | 52,0% | 18/01/2026 | 1.306 | Điều chỉnh kỳ sau",0.8571428571428571,1,True,False,THPT Chu Văn An,1566.0,"THPT Chu Văn An | 12E | 28 | 18 | 64,3% | 20/07/2026 | 1.566 | Đã đối chiếu",1.0,3,False,260.0,0.16602809706257982,15
B-train-00512-q04,argmax,Đồng bằng sông Cửu Long,34.9,"8 | 9 | 0 | +1 | Điều chỉnh kỳ sau | 2.844 | 34,9%",1.0,1,True,False,Hành chính,27.1,"Hành chính | 36 | 33 | 3 | -3 | Không phát sinh | 5.699 | 27,1%",0.4,1,False,7.799999999999997,0.28782287822878216,11
B-train-00513-q05,argmin,Lâm Đồng,7.0,11 | 7 | 4 | -4 Đã đối chiếu | 13/07/2026 | HS3730 | lượt | 7.515,0.14285714285714285,1,True,False,Công nghệ,10.0,Công nghệ | 13 | 10 | 3 | 27/06/2026 | HS2691 | kWh | 1.545,0.42857142857142855,1,False,3.0,0.3,8
B-train-00514-q04,argmax,Hải Phòng,5460.0,"4.840 | 5.460 | 620 | 112,8% | HS3042 | hồ sơ",0.09090909090909091,1,True,False,Miền Trung,5350.0,"Miền Trung | 4.660 | 5.350 | 690 | 114,8% | HS9335 | lượt",1.0,1,False,110.0,0.020560747663551402,12
B-train-00517-q05,argmax,Khánh Hòa,8328.0,"Công ty Nam Việt | 1.070 | 960 | Đã duyệt | 8.328 | 5,1% | 09/12/2026",0.9,1,True,True,GT52,7418.0,"GT52 | Công ty Nam Việt | 2.130 | 1.990 | Đã duyệt | 7.418 | 36,5% | 15/11/2026",0.4,1,False,910.0,0.12267457535723915,11
B-train-00518-q01,argmax,Đà Nẵng,890.0,"4.940 | 5.830 | 890 | 118,0% | HS5361 | tấn | C",0.2727272727272727,1,True,False,Miền Bắc,870.0,"Miền Bắc | 3.570 | 4.440 | 870 | 124,4% | HS6187 | tấn | Cần rà soát",0.9090909090909091,3,False,20.0,0.022988505747126436,12
B-train-00518-q02,argmin,Đồng bằng sông Cửu Long,-600.0,"Đồng bằng sông Cửu Long | 2.820 | -600 | 82,5% | HS8215 | lượt | Cần rà soát",0.36363636363636365,2,False,False,Miền Bắc,-530.0,"Miền Bắc | 1.620 | 1.090 | -530 | 67,3% | HS3227 | lượt | C",0.0,3,False,70.0,0.1320754716981132,12
B-train-00520-q03,argmax,Miền Nam,9155.0,"22 | 26 | 0 | +4 | Chưa đủ chứng từ | 8.373 | 9.155 | 3.503 | B | 29,2% Đã đối chiếu",0.2727272727272727,1,True,False,Chăm sóc khách hàng,8998.0,"Chăm sóc khách hàng | 34 | 33 | 1 | -1 | Điều chỉnh kỳ sau | 2.632 Đã đối chiếu | 8.998 | Cần rà soát | 26,3%",0.45454545454545453,2,False,157.0,0.017448321849299845,12
B-train-00522-q06,argmin,Đà Nẵng,4630.0,"4.630 | 4.168 Đã đối chiếu | 90,0% | Không | triệu đồng | 20,9% | Cần rà soát | Chưa đủ chứng từ",0.5555555555555556,1,True,False,Trường liên cấp,5290.0,"Trường liên cấp | 5.290 | 73,4% | Vật liệu | kWh | 33,0% | A | Chưa đủ chứng từ",0.7777777777777778,1,False,660.0,0.12476370510396975,10
B-train-00526-q07,argmax,Trạm 220kV Trung Đã đối chiếu,914.0,"Trạm 220kV Trung Đã đối chiếu | 3.245 | 5,9% | 914 | 5 | A | Không phát sinh | kWh | 5.044",0.5,2,True,False,Trạm 110kV Bắc,870.0,"Trạm 110kV Bắc | 2.191 | 5,9% | 870 | 3 | Cần rà soát | Không phát sinh | tấn | 5.333",0.0,3,False,44.0,0.05057471264367816,13
B-train-00530-q07,argmax,Miền Nam,8581.0,"853 | 85,4% | 55.445 | B | 6.283 | 8.581 | Đã đối chiếu",0.8333333333333334,1,True,False,Kho Đà Nẵng,8158.0,"Kho Đà Nẵng | 3313 | 89,1% | 614 | 159.024 Đã đối chiếu | Cần rà soát | 6.245 | 8.158 | Điều chỉnh kỳ sau | 10/07/2026 | HS9358",0.5,3,False,423.0,0.05185094385878892,13
B-train-00534-q02,argmax,Kho Hà Nội Đã đối chiếu,7252.0,"Kho Hà Nội Đã đối chiếu | 2855 | 79,5% | 832 | 59.955 | 175 | tấn | Đã đối chiếu | 7.252",0.5555555555555556,1,False,False,Miền Nam,6495.0,"Miền Nam | 3828 | 87,2% | 58 | 145.464 | 3.491 | triệu đồng | Chưa đủ chứng từ | 6.495",0.8888888888888888,1,False,757.0,0.11655119322555813,10
B-train-00550-q06,argmin,Trạm Tây Đô Đã đối chiếu,508.0,Trạm Tây Đô Đã đối chiếu | 11.709 | 353 | 2 | 04/09/2026 | 3.643 Đã đối chiếu | 508 | 9.753,0.3333333333333333,1,False,False,Trạm Nam Sông,1664.0,"Trạm Nam Sông | 11.998 | 2,0% | 318 | 6 | 28/04/2026 | 3.959 | 1.664 | 6.765",0.2222222222222222,2,False,1156.0,0.6947115384615384,10
B-train-00552-q01,argmax,Tây Nguyên,112.0,Bộ phát Wi-Fi Đã đối chiếu | Cái | 124 | 112 | 2 | 234,0.5,1,True,False,VT030,97.0,"VT030 | Ghế xoay | Hộp | 86 | 97 | 72 | triệu đồng | 8,2%",1.0,1,False,15.0,0.15463917525773196,13
B-train-00561-q06,argmin,Hải Phòng,1.3,"13.398 | 7,9% | 590 | 1 | 2.040 | 5.442 Đã đối chiếu | B | 1,3% | 02/12/2026 | 8.628",0.1111111111111111,1,True,False,Trạm Cao Nguyên,1.8,"Trạm Cao Nguyên | 6.519 | 1,6% Đã đối chiếu | 407 | 6 | 4.773 | 1.762 | A | 1,8% | 06/12/2026 | 3.051",0.4444444444444444,2,False,0.5,0.2777777777777778,10
B-train-00563-q02,argmin,Hải Phòng,48906.0,"11 | 286 | 98,5% | 48.906 | Điều chỉnh giờ Đã đối chiếu | Cần rà soát | Đã đối chiếu | HS4707 Đã đối chiếu | 8.242 | lượt | 3.663",0.6666666666666666,1,True,False,Đà Nẵng – Huế,60588.0,"Đà Nẵng – Huế | 9 | 324 | 96,7% | 60.588 | Tăng chuyến | B | Điều chỉnh kỳ sau | HS3599 | 3.871 | triệu đồng | 2.330",0.08333333333333333,3,False,11682.0,0.19281045751633988,13
B-train-00566-q09,argmax,Đà Nẵng,34.8,"4.790 | 4.920 | 130 | 102,7% | 34,8% | tấn | 3.071 | A",0.18181818181818182,1,False,False,Miền Bắc,32.4,"Miền Bắc | 4.660 | 5.250 | 590 | 112,7% | 32,4% | Chưa đủ chứng từ | kWh | 9.817 Đã đối chiếu | 9.481 | C",0.45454545454545453,3,False,2.3999999999999986,0.07407407407407403,12
B-train-00567-q08,argmax,Đà Nẵng,7181.0,"12E | 43 | 43 | 100,0% | HS2925 | 7.996 | 9.232 | 08/01/2026 Đã đối chiếu | B | 7.181",0.4444444444444444,1,True,False,THPT Nguyễn Trãi,6922.0,"THPT Nguyễn Trãi | 12A | 48 | 44 | 91,7% | HS4036 Đã đối chiếu | 4.511 | 6.312 | 20/12/2026 | B | 6.922",0.5555555555555556,2,False,259.0,0.03741693152268131,10
B-train-00568-q04,argmax,Tây Nguyên,82.3,"10.665 | 2.405 | 26.140 | 82,3% | HS4193 | 3.829 | lượt",0.8461538461538461,1,True,False,Phố cổ Hội An,80.5,"Phố cổ Hội An | 4.728 | 6.223 | 21.902 | 80,5% | HS7754 | 8.244",0.46153846153846156,2,False,1.7999999999999972,0.022360248447204932,14
B-train-00569-q07,argmin,Miền Trung,1.0,Cái | 32 | Mức A | ưu tiên | 129 | 1 | triệu đồng | 2.641 | 6.214 | Đã đối chiếu,0.4166666666666667,1,True,False,VT386,5.0,VT386 | Bàn làm việc | 44 | 32 | 71 | 5 | tấn | 2.767,0.9166666666666666,1,False,4.0,0.8,13
B-train-00574-q04,argmin,Hải Phòng,213.0,"1.509 | 2,3% | 266 | 4 | Không phát sinh | 05/04/2026 | kWh | 213",0.9166666666666666,1,False,False,Trạm Tây Đô,333.0,"Trạm Tây Đô | 14.466 | 7,9% | 817 Đã đối chiếu | 2 | Điều chỉnh kỳ sau | 02/07/2026 | tấn | 333",0.25,2,False,120.0,0.36036036036036034,13
B-train-00575-q02,argmax,GT89 Đã đối chiếu,8310.0,GT89 Đã đối chiếu | Công ty Nam Việt | 210 | 100 | Đã duyệt | 8.105 | 5.390 | hồ sơ | 03/01/2026 | 8.310,0.2222222222222222,1,False,False,GT08,5974.0,GT08 | Công ty Đông Á | 1.070 | 860 | Đã duyệt | 2.240 | 3.990 | kWh | 17/09/2026 | 5.974,0.6111111111111112,2,False,2336.0,0.3910277870773351,19
B-train-00577-q07,argmin,Đà Nẵng – Huế,33120.0,"Đà Nẵng – Huế | 288 | 98,9% | 33.120 | Tăng chuyến | Đã kiểm tra",0.625,2,True,False,TP.HCM – Cần Thơ,47265.0,"TP.HCM – Cần Thơ | 15 | 88,2% | 47.265 | Tăng chuyến | 4,5%",0.75,1,False,14145.0,0.29927007299270075,9
