question_id,document_id,reasoning_type,question,return_column,value_column,expected_answer,expected_block_id,expected_table,expected_row,expected_column,expected_is_bold,expected_entity_physical_cell_count,solver_answer,solver_block_id,solver_table,solver_row,solver_column,solver_is_bold,solver_entity_physical_cell_count,solver_value_text,solver_parsed_value,solver_logical_row_index,num_logical_rows,is_correct
B-train-00235-q10,B-train-00235,argmin,"Trong bảng 1 ở trang 1, Điểm quan trắc nào có COD nhỏ nhất?",Điểm quan trắc,COD,Đà Nẵng,p01_b00017,1,4,0,False,1,Đà Nẵng,p01_b00017,1,4,0,False,1,15,15.0,2,9,True
B-train-00236-q04,B-train-00236,argmax,"Trong bảng 2 ở trang 1, Khu vực nào có Thực hiện lớn nhất?",Khu vực,Thực hiện,Tây Nguyên,p01_b00108,2,6,0,False,2,Tây Nguyên,p01_b00108,2,6,0,False,2,4.690,4690.0,3,10,True
B-train-00236-q05,B-train-00236,argmin,"Trong bảng 2 ở trang 1, Khu vực nào có Kỳ này nhỏ nhất?",Khu vực,Kỳ này,Miền Nam,p01_b00142,2,10,0,False,2,Miền Nam,p01_b00142,2,10,0,False,2,219,219.0,7,10,True
B-train-00236-q09,B-train-00236,argmin,"Trong bảng 2 ở trang 1, Khu vực nào có Thực hiện nhỏ nhất?",Khu vực,Thực hiện,Miền Nam,p01_b00100,2,5,0,False,2,Miền Nam,p01_b00100,2,5,0,False,2,1.130,1130.0,2,10,True
B-train-00237-q01,B-train-00237,argmin,"Trong bảng 1 ở trang 1, Trạm nào có Công suất đỉnh nhỏ nhất?",Trạm,Công suất đỉnh,Trạm Tây Đô,p01_b00127,1,16,0,False,3,Trạm Tây Đô,p01_b00127,1,16,0,False,3,158,158.0,13,18,True
B-train-00237-q03,B-train-00237,argmin,"Trong bảng 1 ở trang 1, Trạm nào có Kỳ trước nhỏ nhất?",Trạm,Kỳ trước,Trạm 110kV Bắc,p01_b00101,1,13,0,False,4,Trạm 110kV Bắc,p01_b00101,1,13,0,False,4,44,44.0,10,18,True
B-train-00237-q04,B-train-00237,argmax,"Trong bảng 1 ở trang 1, Trạm nào có Tỷ trọng (%) lớn nhất?",Trạm,Tỷ trọng (%),Trạm Nam Sông,p01_b00074,1,10,0,False,3,Trạm Nam Sông,p01_b00074,1,10,0,False,3,"37,6%",37.6,7,18,True
B-train-00237-q09,B-train-00237,argmax,"Trong bảng 1 ở trang 1, Trạm nào có Công suất đỉnh lớn nhất?",Trạm,Công suất đỉnh,Trạm 220kV Trung,p01_b00109,1,14,0,False,3,Trạm 220kV Trung,p01_b00109,1,14,0,False,3,909,909.0,11,18,True
B-train-00238-q04,B-train-00238,argmin,"Trong bảng 2 ở trang 1, Khu vực nào có Lưu lượng nhỏ nhất?",Khu vực,Lưu lượng,Cụm BTS-02,p01_b00125,2,4,0,False,2,Cần Thơ,p01_b00169,2,9,0,False,1,6.406,6406.0,7,12,False
B-train-00238-q05,B-train-00238,argmin,"Trong bảng 1 ở trang 1, Tuyến nào có Kỳ trước nhỏ nhất?",Tuyến,Kỳ trước,Đà Nẵng – Huế,p01_b00019,1,4,0,False,3,Đà Nẵng – Huế,p01_b00019,1,4,0,False,3,651,651.0,1,12,True
B-train-00238-q07,B-train-00238,argmax,"Trong bảng 1 ở trang 1, Tuyến nào có Kế hoạch năm lớn nhất?",Tuyến,Kế hoạch năm,Nha Trang – Đà Lạt,p01_b00065,1,10,0,False,2,Nha Trang – Đà Lạt,p01_b00065,1,10,0,False,2,9.233,9233.0,7,12,True
B-train-00238-q10,B-train-00238,argmax,"Trong bảng 2 ở trang 1, Khu vực nào có Lưu lượng lớn nhất?",Khu vực,Lưu lượng,Khu vực đô thị,p01_b00185,2,11,0,False,2,Khu vực đô thị,p01_b00185,2,11,0,False,2,94.237,94237.0,8,12,True
B-train-00239-q03,B-train-00239,argmax,"Trong bảng 1 ở trang 1, Điểm quan trắc nào có BOD5 lớn nhất?",Điểm quan trắc,BOD5,Miền Trung,p01_b00105,1,15,0,False,1,Miền Trung,p01_b00105,1,15,0,False,1,44,44.0,12,18,True
B-train-00239-q04,B-train-00239,argmax,"Trong bảng 1 ở trang 1, Điểm quan trắc nào có COD lớn nhất?",Điểm quan trắc,COD,Hồ Xuân Hương,p01_b00144,1,20,0,False,3,Hồ Xuân Hương,p01_b00144,1,20,0,False,3,89,89.0,17,18,True
B-train-00239-q05,B-train-00239,argmin,"Trong bảng 1 ở trang 1, Điểm quan trắc nào có BOD5 nhỏ nhất?",Điểm quan trắc,BOD5,Hồ Xuân Hương,p01_b00144,1,20,0,False,3,Hồ Xuân Hương,p01_b00144,1,20,0,False,3,3,3.0,17,18,True
B-train-00239-q06,B-train-00239,argmin,"Trong bảng 1 ở trang 1, Điểm quan trắc nào có COD nhỏ nhất?",Điểm quan trắc,COD,Sông Hương,p01_b00136,1,19,0,False,4,Sông Hương,p01_b00136,1,19,0,False,4,12,12.0,16,18,True
B-train-00240-q03,B-train-00240,argmax,"Trong bảng 1 ở trang 1, Khoa nào có Chuyển tuyến lớn nhất?",Khoa,Chuyển tuyến,Mắt,p01_b00042,1,7,0,False,2,Mắt,p01_b00042,1,7,0,False,2,12,12.0,4,14,True
B-train-00240-q04,B-train-00240,argmax,"Trong bảng 1 ở trang 1, Khoa nào có Nhập viện lớn nhất?",Khoa,Nhập viện,Ngoại,p01_b00114,1,16,0,False,3,Ngoại,p01_b00114,1,16,0,False,3,90,90.0,13,14,True
B-train-00240-q05,B-train-00240,argmin,"Trong bảng 1 ở trang 2, Khoa nào có Kỳ này nhỏ nhất?",Khoa,Kỳ này,Tai Mũi Họng,p02_b00083,1,12,0,False,2,Tai Mũi Họng,p02_b00083,1,12,0,False,2,594,594.0,9,15,True
B-train-00240-q07,B-train-00240,argmin,"Trong bảng 1 ở trang 1, Khoa nào có Kỳ này nhỏ nhất?",Khoa,Kỳ này,Nội tổng hợp,p01_b00058,1,9,0,False,3,Nội tổng hợp,p01_b00058,1,9,0,False,3,636,636.0,6,14,True
B-train-00241-q01,B-train-00241,argmin,"Trong bảng 1 ở trang 2, Nhóm chế độ nào có Đã giải quyết nhỏ nhất?",Nhóm chế độ,Đã giải quyết,Thai sản,p02_b00083,1,12,0,False,2,Thai sản,p02_b00083,1,12,0,False,2,105,105.0,9,14,True
B-train-00241-q06,B-train-00241,argmax,"Trong bảng 1 ở trang 2, Nhóm chế độ nào có Trễ hạn lớn nhất?",Nhóm chế độ,Trễ hạn,Tai nạn lao động,p02_b00091,1,13,0,False,3,Tai nạn lao động,p02_b00091,1,13,0,False,3,96,96.0,10,14,True
B-train-00241-q08,B-train-00241,argmin,"Trong bảng 1 ở trang 1, Nhóm chế độ nào có Đã giải quyết nhỏ nhất?",Nhóm chế độ,Đã giải quyết,Hưu trí,p01_b00090,1,13,0,False,3,Hưu trí,p01_b00090,1,13,0,False,3,51,51.0,10,14,True
B-train-00242-q03,B-train-00242,argmax,"Trong bảng 2 ở trang 1, Khu vực nào có Chênh lệch lớn nhất?",Khu vực,Chênh lệch,Miền Trung,p01_b00106,2,4,0,True,1,Miền Trung,p01_b00106,2,4,0,True,1,870,870.0,1,8,True
B-train-00242-q07,B-train-00242,argmin,"Trong bảng 2 ở trang 1, Khu vực nào có Kế hoạch năm nhỏ nhất?",Khu vực,Kế hoạch năm,Đồng Nai,p01_b00138,2,8,0,False,1,Đồng Nai,p01_b00138,2,8,0,False,1,574,574.0,5,8,True
B-train-00242-q08,B-train-00242,argmax,"Trong bảng 2 ở trang 1, Khu vực nào có Kế hoạch lớn nhất?",Khu vực,Kế hoạch,Đồng Nai,p01_b00138,2,8,0,False,1,Miền Nam,p01_b00114,2,5,0,False,2,4.960,4960.0,2,8,False
B-train-00242-q09,B-train-00242,argmin,"Trong bảng 1 ở trang 1, Tuyến nào có Hành khách nhỏ nhất?",Tuyến,Hành khách,Nha Trang – Đà Lạt,p01_b00064,1,10,0,False,2,Nha Trang – Đà Lạt,p01_b00064,1,10,0,False,2,231,231.0,7,10,True
B-train-00243-q02,B-train-00243,argmin,"Trong bảng 2 ở trang 1, Điểm đến nào có Doanh thu nhỏ nhất?",Điểm đến,Doanh thu,Phú Quốc,p01_b00178,2,12,0,False,2,Đồng Nai,p01_b00124,2,4,0,False,1,36.840,36840.0,2,12,False
B-train-00243-q06,B-train-00243,argmin,"Trong bảng 1 ở trang 1, Địa bàn nào có Diện tích (ha) nhỏ nhất?",Địa bàn,Diện tích (ha),Hà Nội,p01_b00073,1,10,0,False,1,Hà Nội,p01_b00073,1,10,0,False,1,43,43.0,7,11,True
B-train-00243-q07,B-train-00243,argmax,"Trong bảng 1 ở trang 1, Địa bàn nào có Diện tích (ha) lớn nhất?",Địa bàn,Diện tích (ha),Khánh Hòa,p01_b00099,1,13,0,True,2,Khánh Hòa,p01_b00099,1,13,0,True,2,850,850.0,10,11,True
B-train-00244-q01,B-train-00244,argmin,"Trong bảng 1 ở trang 1, Mã hàng nào có Nhập nhỏ nhất?",Mã hàng,Nhập,Miền Nam,p01_b00058,1,10,0,False,1,Miền Nam,p01_b00058,1,10,0,False,1,2,2.0,7,14,True
B-train-00244-q04,B-train-00244,argmin,"Trong bảng 1 ở trang 1, Mã hàng nào có Tồn cuối nhỏ nhất?",Mã hàng,Tồn cuối,VT739,p01_b00024,1,5,0,True,1,VT739,p01_b00024,1,5,0,True,1,9,9.0,2,14,True
B-train-00244-q08,B-train-00244,argmax,"Trong bảng 1 ở trang 1, Mã hàng nào có Nhập lớn nhất?",Mã hàng,Nhập,VT652,p01_b00091,1,15,0,False,1,VT652,p01_b00091,1,15,0,False,1,120,120.0,12,14,True
B-train-00245-q02,B-train-00245,argmax,"Trong bảng 1 ở trang 1, Điểm đến nào có Khách quốc tế lớn nhất?",Điểm đến,Khách quốc tế,Hải Phòng,p01_b00010,1,3,0,False,1,Hải Phòng,p01_b00010,1,3,0,False,1,5.936,5936.0,0,8,True
B-train-00245-q07,B-train-00245,argmin,"Trong bảng 1 ở trang 1, Điểm đến nào có Lũy kế nhỏ nhất?",Điểm đến,Lũy kế,Vịnh Hạ Long,p01_b00042,1,8,0,False,1,Vịnh Hạ Long,p01_b00042,1,8,0,False,1,4.214,4214.0,5,8,True
B-train-00245-q09,B-train-00245,argmin,"Trong bảng 2 ở trang 1, Khu vực nào có Kỳ này nhỏ nhất?",Khu vực,Kỳ này,Khu vực đô thị,p01_b00144,2,11,0,False,2,Khu vực đô thị,p01_b00144,2,11,0,False,2,1.353,1353.0,8,9,True
B-train-00245-q10,B-train-00245,argmax,"Trong bảng 1 ở trang 1, Điểm đến nào có Doanh thu lớn nhất?",Điểm đến,Doanh thu,Nha Trang,p01_b00029,1,6,0,True,1,Nha Trang,p01_b00029,1,6,0,True,1,164.311,164311.0,3,8,True
B-train-00246-q02,B-train-00246,argmin,"Trong bảng 1 ở trang 2, Dự án nào có Tiến độ nhỏ nhất?",Dự án,Tiến độ,Khu tái định cư,p02_b00019,1,4,0,False,3,Khu tái định cư,p02_b00019,1,4,0,False,3,"22,2%",22.2,1,14,True
B-train-00246-q08,B-train-00246,argmin,"Trong bảng 1 ở trang 1, Dự án nào có Giải ngân nhỏ nhất?",Dự án,Giải ngân,Trường liên cấp,p01_b00026,1,5,0,False,3,Trường liên cấp,p01_b00026,1,5,0,False,3,2.546,2546.0,2,13,True
B-train-00247-q02,B-train-00247,argmax,"Trong bảng 2 ở trang 1, Chi nhánh nào có Huy động lớn nhất?",Chi nhánh,Huy động,Hà Nội 01,p01_b00168,2,13,0,False,3,Hà Nội 01,p01_b00168,2,13,0,False,3,9.840,9840.0,10,12,True
B-train-00247-q03,B-train-00247,argmax,"Trong bảng 1 ở trang 1, Chi nhánh nào có Huy động lớn nhất?",Chi nhánh,Huy động,Đà Nẵng 01,p01_b00073,1,10,0,False,1,Đà Nẵng 01,p01_b00073,1,10,0,False,1,8.930,8930.0,7,9,True
B-train-00247-q06,B-train-00247,argmin,"Trong bảng 2 ở trang 1, Chi nhánh nào có Kế hoạch năm nhỏ nhất?",Chi nhánh,Kế hoạch năm,Đà Nẵng 01,p01_b00147,2,10,0,False,1,Đà Nẵng 01,p01_b00147,2,10,0,False,1,964,964.0,7,12,True
B-train-00247-q10,B-train-00247,argmin,"Trong bảng 2 ở trang 1, Chi nhánh nào có Huy động nhỏ nhất?",Chi nhánh,Huy động,Cần Thơ 02,p01_b00161,2,12,0,False,2,Cần Thơ 02,p01_b00161,2,12,0,False,2,1.650,1650.0,9,12,True
B-train-00248-q01,B-train-00248,argmin,"Trong bảng 1 ở trang 2, Nghiệp vụ nào có Kế hoạch năm nhỏ nhất?",Nghiệp vụ,Kế hoạch năm,Tai nạn con người,p02_b00027,1,5,0,False,2,Tai nạn con người,p02_b00027,1,5,0,False,2,402,402.0,2,12,True
B-train-00248-q10,B-train-00248,argmin,"Trong bảng 1 ở trang 2, Nghiệp vụ nào có Tỷ lệ nhỏ nhất?",Nghiệp vụ,Tỷ lệ,Sức khỏe,p02_b00035,1,6,0,False,1,Sức khỏe,p02_b00035,1,6,0,False,1,"0,7%",0.7,3,12,True
B-train-00249-q02,B-train-00249,argmax,"Trong bảng 1 ở trang 1, Khu vực nào có Chênh lệch lớn nhất?",Khu vực,Chênh lệch,Tây Nguyên,p01_b00034,1,6,0,False,2,Tây Nguyên,p01_b00034,1,6,0,False,2,890,890.0,3,16,True
B-train-00249-q03,B-train-00249,argmax,"Trong bảng 1 ở trang 1, Khu vực nào có Kế hoạch năm lớn nhất?",Khu vực,Kế hoạch năm,Đồng bằng sông Cửu Long,p01_b00120,1,17,0,False,3,Đồng bằng sông Cửu Long,p01_b00120,1,17,0,False,3,9.154,9154.0,14,16,True
B-train-00249-q05,B-train-00249,argmin,"Trong bảng 1 ở trang 1, Khu vực nào có Kế hoạch năm nhỏ nhất?",Khu vực,Kế hoạch năm,Miền Trung,p01_b00096,1,14,0,False,3,Miền Trung,p01_b00096,1,14,0,False,3,996,996.0,11,16,True
B-train-00249-q07,B-train-00249,argmin,"Trong bảng 1 ở trang 1, Khu vực nào có Tỷ lệ nhỏ nhất?",Khu vực,Tỷ lệ,Đồng bằng sông Cửu Long,p01_b00081,1,12,0,False,3,Đồng bằng sông Cửu Long,p01_b00081,1,12,0,False,3,"79,0%",79.0,9,16,True
B-train-00250-q01,B-train-00250,argmax,"Trong bảng 1 ở trang 1, Khoa nào có Chuyển tuyến lớn nhất?",Khoa,Chuyển tuyến,Ngoại,p01_b00057,1,10,0,False,2,Ngoại,p01_b00057,1,10,0,False,2,10,10.0,7,15,True
B-train-00250-q08,B-train-00250,argmax,"Trong bảng 1 ở trang 1, Khoa nào có Nhập viện lớn nhất?",Khoa,Nhập viện,Nhi,p01_b00064,1,11,0,False,2,Nhi,p01_b00064,1,11,0,False,2,76,76.0,8,15,True
B-train-00251-q04,B-train-00251,argmin,"Trong bảng 1 ở trang 1, Khoa nào có Chuyển tuyến nhỏ nhất?",Khoa,Chuyển tuyến,Nhi,p01_b00120,1,17,0,False,2,Nhi,p01_b00120,1,17,0,False,2,0,0.0,14,17,True
B-train-00251-q06,B-train-00251,argmax,"Trong bảng 1 ở trang 1, Khoa nào có Chuyển tuyến lớn nhất?",Khoa,Chuyển tuyến,Nội tổng hợp,p01_b00011,1,3,0,False,3,Nội tổng hợp,p01_b00011,1,3,0,False,3,12,12.0,0,17,True
B-train-00251-q08,B-train-00251,argmax,"Trong bảng 1 ở trang 1, Khoa nào có Nhập viện lớn nhất?",Khoa,Nhập viện,Nhi,p01_b00026,1,5,0,True,1,Nhi,p01_b00026,1,5,0,True,1,70,70.0,2,17,True
B-train-00251-q10,B-train-00251,argmin,"Trong bảng 1 ở trang 1, Khoa nào có Kỳ này nhỏ nhất?",Khoa,Kỳ này,Sản,p01_b00128,1,18,0,False,2,Sản,p01_b00128,1,18,0,False,2,306,306.0,15,17,True
B-train-00252-q01,B-train-00252,argmin,"Trong bảng 1 ở trang 1, Trạm nào có Tổn thất nhỏ nhất?",Trạm,Tổn thất,Trạm Nam Sông,p01_b00056,1,10,0,True,2,Trạm Nam Sông,p01_b00056,1,10,0,True,2,"1,6%",1.6,7,8,True
B-train-00252-q02,B-train-00252,argmax,"Trong bảng 2 ở trang 1, Nghiệp vụ nào có Bồi thường lớn nhất?",Nghiệp vụ,Bồi thường,Xe cơ giới,p01_b00159,2,14,0,False,3,Xe cơ giới,p01_b00159,2,14,0,False,3,3.932,3932.0,11,12,True
B-train-00252-q05,B-train-00252,argmax,"Trong bảng 1 ở trang 1, Trạm nào có Kế hoạch năm lớn nhất?",Trạm,Kế hoạch năm,Trạm 110kV Bắc,p01_b00010,1,3,0,False,1,Trạm 110kV Bắc,p01_b00010,1,3,0,False,1,9.028,9028.0,0,8,True
B-train-00252-q09,B-train-00252,argmin,"Trong bảng 2 ở trang 1, Nghiệp vụ nào có Hợp đồng nhỏ nhất?",Nghiệp vụ,Hợp đồng,Miền Trung,p01_b00128,2,10,0,False,1,Miền Trung,p01_b00128,2,10,0,False,1,59,59.0,7,12,True
B-train-00253-q03,B-train-00253,argmin,"Trong bảng 2 ở trang 1, Trạm nào có Sản lượng nhỏ nhất?",Trạm,Sản lượng,Trạm Tây Đô,p01_b00106,2,6,0,False,1,Trạm Tây Đô,p01_b00106,2,6,0,False,1,2.447,2447.0,3,8,True
B-train-00253-q07,B-train-00253,argmin,"Trong bảng 2 ở trang 1, Trạm nào có Kế hoạch năm nhỏ nhất?",Trạm,Kế hoạch năm,Trạm Nam Sông,p01_b00099,2,5,0,False,2,Đồng Nai,p01_b00122,2,8,0,False,1,351,351.0,6,8,False
B-train-00253-q09,B-train-00253,argmax,"Trong bảng 2 ở trang 1, Trạm nào có Sự cố lớn nhất?",Trạm,Sự cố,Đồng Nai,p01_b00122,2,8,0,False,1,Đồng Nai,p01_b00122,2,8,0,False,1,7,7.0,5,8,True
B-train-00253-q10,B-train-00253,argmax,"Trong bảng 1 ở trang 1, Khu vực nào có Tỷ lệ lớn nhất?",Khu vực,Tỷ lệ,Miền Nam,p01_b00026,1,5,0,False,2,Miền Nam,p01_b00026,1,5,0,False,2,"119,8%",119.8,2,8,True
B-train-00254-q01,B-train-00254,argmin,"Trong bảng 1 ở trang 1, Khu vực nào có Lũy kế nhỏ nhất?",Khu vực,Lũy kế,Miền Bắc,p01_b00101,1,13,0,False,3,Miền Bắc,p01_b00101,1,13,0,False,3,813,813.0,10,17,True
B-train-00254-q08,B-train-00254,argmin,"Trong bảng 1 ở trang 1, Khu vực nào có Kỳ này nhỏ nhất?",Khu vực,Kỳ này,Miền Trung,p01_b00153,1,19,0,True,4,Miền Trung,p01_b00153,1,19,0,True,4,991,991.0,16,17,True
B-train-00254-q09,B-train-00254,argmax,"Trong bảng 1 ở trang 1, Khu vực nào có Lũy kế lớn nhất?",Khu vực,Lũy kế,Miền Nam,p01_b00119,1,15,0,False,3,Miền Nam,p01_b00119,1,15,0,False,3,8.450,8450.0,12,17,True
B-train-00255-q04,B-train-00255,argmax,"Trong bảng 1 ở trang 1, Nhóm chế độ nào có Hồ sơ nhận lớn nhất?",Nhóm chế độ,Hồ sơ nhận,Hưu trí,p01_b00010,1,3,0,False,1,Khánh Hòa,p01_b00037,1,7,0,False,1,2334,2334.0,5,8,False
B-train-00255-q07,B-train-00255,argmax,"Trong bảng 2 ở trang 1, Dự án nào có Giá trị hợp đồng lớn nhất?",Dự án,Giá trị hợp đồng,Hà Nội,p01_b00092,2,6,0,True,1,Đường vành đai,p01_b00112,2,9,0,False,2,29.250,29250.0,6,8,False
B-train-00255-q08,B-train-00255,argmin,"Trong bảng 2 ở trang 1, Dự án nào có Giá trị hợp đồng nhỏ nhất?",Dự án,Giá trị hợp đồng,Trường liên cấp,p01_b00119,2,10,0,False,1,Trường liên cấp,p01_b00119,2,10,0,False,1,13.180,13180.0,7,8,True
B-train-00255-q09,B-train-00255,argmin,"Trong bảng 1 ở trang 1, Nhóm chế độ nào có Trễ hạn nhỏ nhất?",Nhóm chế độ,Trễ hạn,Thất nghiệp,p01_b00017,1,4,0,False,2,Thất nghiệp,p01_b00017,1,4,0,False,2,8,8.0,1,8,True
B-train-00256-q01,B-train-00256,argmax,"Trong bảng 1 ở trang 1, Điểm quan trắc nào có COD lớn nhất?",Điểm quan trắc,COD,Hồ Xuân Hương,p01_b00064,1,10,0,False,2,Hồ Xuân Hương,p01_b00064,1,10,0,False,2,94,94.0,7,9,True
B-train-00256-q08,B-train-00256,argmin,"Trong bảng 2 ở trang 1, Phòng ban nào có Thiếu/thừa nhỏ nhất?",Phòng ban,Thiếu/thừa,Công nghệ,p01_b00117,2,6,0,False,1,Đồng Nai,p01_b00092,2,3,0,False,1,-5,-5.0,1,8,False
B-train-00257-q03,B-train-00257,argmin,"Trong bảng 1 ở trang 2, Nhóm chế độ nào có Chi trả nhỏ nhất?",Nhóm chế độ,Chi trả,Hưu trí,p02_b00065,1,9,0,False,3,Hưu trí,p02_b00065,1,9,0,False,3,78,78.0,6,14,True
B-train-00257-q04,B-train-00257,argmax,"Trong bảng 1 ở trang 1, Nhóm chế độ nào có Chi trả lớn nhất?",Nhóm chế độ,Chi trả,Ốm đau,p01_b00075,1,10,0,False,3,Ốm đau,p01_b00075,1,10,0,False,3,30.992,30992.0,7,14,True
B-train-00257-q06,B-train-00257,argmax,"Trong bảng 1 ở trang 1, Nhóm chế độ nào có Kế hoạch năm lớn nhất?",Nhóm chế độ,Kế hoạch năm,Thai sản,p01_b00039,1,6,0,False,3,Thai sản,p01_b00039,1,6,0,False,3,9.751,9751.0,3,14,True
B-train-00257-q08,B-train-00257,argmin,"Trong bảng 1 ở trang 1, Nhóm chế độ nào có Trễ hạn nhỏ nhất?",Nhóm chế độ,Trễ hạn,Thất nghiệp,p01_b00111,1,14,0,False,3,Thất nghiệp,p01_b00111,1,14,0,False,3,4,4.0,11,14,True
B-train-00258-q01,B-train-00258,argmax,"Trong bảng 1 ở trang 1, Gói thầu nào có Giá dự toán lớn nhất?",Gói thầu,Giá dự toán,GT15,p01_b00117,1,15,0,False,1,GT15,p01_b00117,1,15,0,False,1,2.350,2350.0,12,14,True
B-train-00258-q08,B-train-00258,argmin,"Trong bảng 1 ở trang 1, Gói thầu nào có Kỳ trước nhỏ nhất?",Gói thầu,Kỳ trước,GT04,p01_b00075,1,10,0,False,1,GT04,p01_b00075,1,10,0,False,1,303,303.0,7,14,True
B-train-00258-q09,B-train-00258,argmax,"Trong bảng 1 ở trang 1, Gói thầu nào có Kỳ trước lớn nhất?",Gói thầu,Kỳ trước,GT66,p01_b00021,1,4,0,False,1,GT66,p01_b00021,1,4,0,False,1,8.799,8799.0,1,14,True
B-train-00259-q02,B-train-00259,argmax,"Trong bảng 1 ở trang 2, Khoa nào có Nhập viện lớn nhất?",Khoa,Nhập viện,Tai Mũi Họng,p02_b00080,1,13,0,False,2,Tai Mũi Họng,p02_b00080,1,13,0,False,2,89,89.0,10,14,True
B-train-00259-q05,B-train-00259,argmin,"Trong bảng 1 ở trang 1, Khoa nào có Nhập viện nhỏ nhất?",Khoa,Nhập viện,Nội tổng hợp,p01_b00051,1,9,0,False,3,Nội tổng hợp,p01_b00051,1,9,0,False,3,5,5.0,6,13,True
B-train-00259-q06,B-train-00259,argmin,"Trong bảng 1 ở trang 1, Khoa nào có Kỳ này nhỏ nhất?",Khoa,Kỳ này,Nội tổng hợp,p01_b00051,1,9,0,False,3,Nội tổng hợp,p01_b00051,1,9,0,False,3,2.494,2494.0,6,13,True
B-train-00260-q01,B-train-00260,argmax,"Trong bảng 1 ở trang 1, Kho/điểm nào có Đúng hạn lớn nhất?",Kho/điểm,Đúng hạn,Kho Cần Thơ,p01_b00034,1,6,0,False,1,Kho Cần Thơ,p01_b00034,1,6,0,False,1,"99,7%",99.7,3,11,True
B-train-00260-q02,B-train-00260,argmin,"Trong bảng 1 ở trang 1, Kho/điểm nào có Chi phí nhỏ nhất?",Kho/điểm,Chi phí,Kho trung chuyển,p01_b00080,1,12,0,False,2,Kho trung chuyển,p01_b00080,1,12,0,False,2,27.936,27936.0,9,11,True
B-train-00260-q05,B-train-00260,argmax,"Trong bảng 2 ở trang 1, Tuyến nào có Hành khách lớn nhất?",Tuyến,Hành khách,TP.HCM – Cần Thơ,p01_b00195,2,13,0,True,2,TP.HCM – Cần Thơ,p01_b00195,2,13,0,True,2,1.400,1400.0,10,12,True
B-train-00260-q06,B-train-00260,argmin,"Trong bảng 1 ở trang 1, Kho/điểm nào có Kỳ này nhỏ nhất?",Kho/điểm,Kỳ này,Kho Bình Dương,p01_b00026,1,5,0,True,1,Kho Bình Dương,p01_b00026,1,5,0,True,1,444,444.0,2,11,True
B-train-00261-q03,B-train-00261,argmax,"Trong bảng 1 ở trang 1, Dự án nào có Giá trị hợp đồng lớn nhất?",Dự án,Giá trị hợp đồng,Đồng Nai,p01_b00035,1,6,0,False,1,Trường liên cấp,p01_b00064,1,10,0,False,2,28.030,28030.0,7,12,False
B-train-00261-q06,B-train-00261,argmax,"Trong bảng 1 ở trang 1, Dự án nào có Giải ngân lớn nhất?",Dự án,Giải ngân,Cầu Đông Thành,p01_b00011,1,3,0,False,3,Cầu Đông Thành,p01_b00011,1,3,0,False,3,23.853,23853.0,0,12,True
B-train-00261-q08,B-train-00261,argmin,"Trong bảng 2 ở trang 1, Tuyến nào có Số chuyến nhỏ nhất?",Tuyến,Số chuyến,Đà Nẵng – Huế,p01_b00125,2,4,0,False,1,Đà Nẵng – Huế,p01_b00125,2,4,0,False,1,12,12.0,1,8,True
B-train-00261-q09,B-train-00261,argmin,"Trong bảng 1 ở trang 1, Dự án nào có Giải ngân nhỏ nhất?",Dự án,Giải ngân,Đồng Nai,p01_b00035,1,6,0,False,1,Đồng Nai,p01_b00035,1,6,0,False,1,1.145,1145.0,3,12,True
B-train-00262-q01,B-train-00262,argmin,"Trong bảng 1 ở trang 1, Khu vực nào có Tỷ lệ nhỏ nhất?",Khu vực,Tỷ lệ,Đồng bằng sông Cửu Long,p01_b00091,1,12,0,False,3,Đồng bằng sông Cửu Long,p01_b00091,1,12,0,False,3,"83,2%",83.2,9,15,True
B-train-00262-q05,B-train-00262,argmin,"Trong bảng 1 ở trang 1, Khu vực nào có Kỳ trước nhỏ nhất?",Khu vực,Kỳ trước,Tây Nguyên,p01_b00038,1,6,0,False,3,Miền Nam,p01_b00118,1,15,0,False,2,405,405.0,12,15,False
B-train-00262-q06,B-train-00262,argmax,"Trong bảng 1 ở trang 1, Khu vực nào có Kỳ trước lớn nhất?",Khu vực,Kỳ trước,Đồng bằng sông Cửu Long,p01_b00046,1,7,0,False,3,Đồng bằng sông Cửu Long,p01_b00046,1,7,0,False,3,8.169,8169.0,4,15,True
B-train-00262-q09,B-train-00262,argmax,"Trong bảng 1 ở trang 1, Khu vực nào có Thực hiện lớn nhất?",Khu vực,Thực hiện,Miền Bắc,p01_b00012,1,3,0,False,3,Miền Bắc,p01_b00012,1,3,0,False,3,4.980,4980.0,0,15,True
B-train-00263-q02,B-train-00263,argmax,"Trong bảng 1 ở trang 1, Địa bàn nào có Kế hoạch năm lớn nhất?",Địa bàn,Kế hoạch năm,Hà Nội,p01_b00073,1,10,0,False,2,Miền Bắc,p01_b00047,1,7,0,False,1,9.687,9687.0,5,12,False
B-train-00263-q08,B-train-00263,argmax,"Trong bảng 1 ở trang 1, Địa bàn nào có Sản lượng (tấn) lớn nhất?",Địa bàn,Sản lượng (tấn),Khánh Hòa,p01_b00099,1,13,0,False,2,Khánh Hòa,p01_b00099,1,13,0,False,2,7.254,7254.0,10,12,True
