document_id,page,table,value_column,reasoning_type,questions,correct,expected_rows,solver_rows,expected_row_count,solver_row_count
B-train-00251,1,1,Nhập viện,argmax,1,1,5,5,1,1
B-train-00251,1,1,Kỳ này,argmin,1,1,18,18,1,1
B-train-00252,1,1,Tổn thất,argmin,1,1,10,10,1,1
B-train-00252,1,2,Bồi thường,argmax,1,1,14,14,1,1
B-train-00252,1,1,Kế hoạch năm,argmax,1,1,3,3,1,1
B-train-00252,1,2,Hợp đồng,argmin,1,1,10,10,1,1
B-train-00253,1,2,Sản lượng,argmin,1,1,6,6,1,1
B-train-00253,1,2,Kế hoạch năm,argmin,1,0,5,8,1,1
B-train-00253,1,2,Sự cố,argmax,1,1,8,8,1,1
B-train-00253,1,1,Tỷ lệ,argmax,1,1,5,5,1,1
B-train-00254,1,1,Lũy kế,argmin,1,1,13,13,1,1
B-train-00254,1,1,Kỳ này,argmin,1,1,19,19,1,1
B-train-00254,1,1,Lũy kế,argmax,1,1,15,15,1,1
B-train-00255,1,1,Hồ sơ nhận,argmax,1,0,3,7,1,1
B-train-00255,1,2,Giá trị hợp đồng,argmax,1,0,6,9,1,1
B-train-00255,1,2,Giá trị hợp đồng,argmin,1,1,10,10,1,1
B-train-00255,1,1,Trễ hạn,argmin,1,1,4,4,1,1
B-train-00256,1,1,COD,argmax,1,1,10,10,1,1
B-train-00256,1,2,Thiếu/thừa,argmin,1,0,6,3,1,1
B-train-00257,2,1,Chi trả,argmin,1,1,9,9,1,1
B-train-00257,1,1,Chi trả,argmax,1,1,10,10,1,1
B-train-00257,1,1,Kế hoạch năm,argmax,1,1,6,6,1,1
B-train-00257,1,1,Trễ hạn,argmin,1,1,14,14,1,1
B-train-00258,1,1,Giá dự toán,argmax,1,1,15,15,1,1
B-train-00258,1,1,Kỳ trước,argmin,1,1,10,10,1,1
B-train-00258,1,1,Kỳ trước,argmax,1,1,4,4,1,1
B-train-00259,2,1,Nhập viện,argmax,1,1,13,13,1,1
B-train-00259,1,1,Nhập viện,argmin,1,1,9,9,1,1
B-train-00259,1,1,Kỳ này,argmin,1,1,9,9,1,1
B-train-00260,1,1,Đúng hạn,argmax,1,1,6,6,1,1
B-train-00260,1,1,Chi phí,argmin,1,1,12,12,1,1
B-train-00260,1,2,Hành khách,argmax,1,1,13,13,1,1
B-train-00260,1,1,Kỳ này,argmin,1,1,5,5,1,1
B-train-00261,1,1,Giá trị hợp đồng,argmax,1,0,6,10,1,1
B-train-00261,1,1,Giải ngân,argmax,1,1,3,3,1,1
B-train-00261,1,2,Số chuyến,argmin,1,1,4,4,1,1
B-train-00261,1,1,Giải ngân,argmin,1,1,6,6,1,1
B-train-00262,1,1,Tỷ lệ,argmin,1,1,12,12,1,1
B-train-00262,1,1,Kỳ trước,argmin,1,0,6,15,1,1
B-train-00262,1,1,Kỳ trước,argmax,1,1,7,7,1,1
B-train-00262,1,1,Thực hiện,argmax,1,1,3,3,1,1
B-train-00263,1,1,Kế hoạch năm,argmax,1,0,10,7,1,1
B-train-00263,1,1,Sản lượng (tấn),argmax,1,1,13,13,1,1
B-train-00263,1,2,Tăng trưởng,argmin,1,1,4,4,1,1
B-train-00263,1,1,Lũy kế,argmin,1,0,13,7,1,1
B-train-00264,1,1,Kỳ trước,argmin,1,1,13,13,1,1
B-train-00264,1,1,Kỳ trước,argmax,1,1,5,5,1,1
B-train-00264,1,1,Chi trả,argmax,1,1,9,9,1,1
B-train-00264,1,1,Đã giải quyết,argmin,1,1,14,14,1,1
B-train-00265,1,1,Hiện có,argmin,1,1,12,12,1,1
B-train-00265,1,1,Thiếu/thừa,argmax,1,1,9,9,1,1
B-train-00265,1,1,Hiện có,argmax,1,1,4,4,1,1
B-train-00266,1,1,Kế hoạch năm,argmax,1,1,12,12,1,1
B-train-00266,1,1,Đạt,argmin,1,1,8,8,1,1
B-train-00266,1,1,Tỷ trọng (%),argmax,1,1,9,9,1,1
B-train-00266,1,1,Lũy kế,argmin,1,1,4,4,1,1
B-train-00267,1,2,Kỳ trước,argmin,1,1,5,5,1,1
B-train-00267,1,1,Tỷ trọng (%),argmin,1,1,4,4,1,1
B-train-00267,1,2,Đúng hạn,argmax,1,1,5,5,1,1
B-train-00267,1,2,Tồn cuối,argmax,1,0,5,10,1,1
B-train-00268,1,1,Tỷ lệ đạt,argmin,1,1,5,5,1,1
B-train-00268,1,1,Đạt,argmin,1,1,5,5,1,1
B-train-00268,1,2,Kế hoạch năm,argmax,1,1,3,3,1,1
B-train-00269,1,2,Khách nội địa,argmax,1,0,10,5,1,1
B-train-00269,1,1,Tổn thất,argmax,1,1,4,4,1,1
B-train-00269,1,2,Công suất phòng,argmin,1,1,7,7,1,1
B-train-00270,1,1,COD,argmin,1,1,10,10,1,1
B-train-00270,1,1,Lũy kế,argmax,1,1,10,10,1,1
B-train-00270,1,1,BOD5,argmax,1,1,13,13,1,1
B-train-00271,1,1,Đạt,argmax,1,1,4,4,1,1
B-train-00271,1,1,Tỷ trọng (%),argmin,1,1,9,9,1,1
B-train-00271,1,1,Đạt,argmin,1,1,11,11,1,1
B-train-00272,1,1,Dư nợ,argmax,1,0,6,9,1,1
B-train-00272,1,1,Nợ quá hạn,argmin,1,1,4,4,1,1
B-train-00272,1,2,Diện tích (ha),argmin,1,1,9,9,1,1
B-train-00273,1,1,Thực hiện,argmin,1,1,16,16,1,1
B-train-00273,1,1,Lũy kế,argmin,1,1,7,7,1,1
B-train-00273,1,1,Chênh lệch,argmax,1,0,15,11,1,1
B-train-00273,1,1,Lũy kế,argmax,1,1,9,9,1,1
B-train-00274,1,1,Kỳ này,argmin,1,1,15,15,1,1
B-train-00274,1,1,Tỷ trọng (%),argmin,1,1,13,13,1,1
B-train-00274,1,1,Công suất đỉnh,argmax,1,1,15,15,1,1
B-train-00274,1,1,Kỳ này,argmax,1,1,9,9,1,1
B-train-00275,1,1,Nhập viện,argmin,1,1,9,9,1,1
B-train-00275,1,1,Chuyển tuyến,argmax,1,1,6,6,1,1
B-train-00275,1,2,Đúng giờ,argmax,1,1,6,6,1,1
B-train-00276,1,1,Doanh thu,argmax,1,1,10,10,1,1
B-train-00276,1,1,Kỳ trước,argmin,1,1,13,13,1,1
B-train-00276,1,1,Hành khách,argmax,1,1,10,10,1,1
B-train-00277,1,1,Kế hoạch năm,argmax,1,1,14,14,1,1
B-train-00277,1,1,Tồn cuối,argmax,1,1,10,10,1,1
B-train-00277,1,1,Tỷ trọng (%),argmin,1,1,6,6,1,1
B-train-00278,1,1,Thực hiện,argmin,1,1,14,14,1,1
B-train-00278,1,1,Tỷ lệ,argmax,1,1,4,4,1,1
B-train-00278,1,1,Kỳ trước,argmax,1,1,7,7,1,1
B-train-00278,2,1,Thực hiện,argmin,1,1,4,4,1,1
B-train-00279,1,1,Công suất đỉnh,argmin,1,0,13,17,1,1
B-train-00279,1,1,Tổn thất,argmax,1,1,15,15,1,1
B-train-00279,1,1,Tổn thất,argmin,1,1,9,9,1,1
B-train-00279,1,1,Công suất đỉnh,argmax,1,1,7,7,1,1
B-train-00280,1,1,Tổn thất,argmax,1,1,7,7,1,1
B-train-00280,1,1,Kỳ trước,argmin,1,1,3,3,1,1
B-train-00280,1,2,Lượt khám,argmax,1,1,9,9,1,1
B-train-00280,1,2,Nhập viện,argmin,1,1,7,7,1,1
B-train-00281,1,1,Giá dự toán,argmin,1,1,12,12,1,1
B-train-00281,1,1,Giá dự toán,argmax,1,1,11,11,1,1
B-train-00281,1,1,Giá trúng,argmin,1,1,12,12,1,1
B-train-00281,1,1,Giá trúng,argmax,1,0,11,8,1,1
B-train-00282,1,1,Bồi thường,argmax,1,1,13,13,1,1
B-train-00282,1,1,Kỳ trước,argmax,1,1,4,4,1,1
B-train-00282,1,1,Tỷ lệ,argmin,1,1,11,11,1,1
B-train-00283,1,1,Nhập viện,argmin,1,1,17,17,1,1
B-train-00283,1,1,Lượt khám,argmax,1,0,8,13,1,1
B-train-00283,1,1,Tỷ trọng (%),argmin,1,1,7,7,1,1
B-train-00284,1,1,Tỷ trọng (%),argmax,1,1,14,14,1,1
B-train-00284,1,1,Tồn cuối,argmax,1,1,10,10,1,1
B-train-00284,1,1,Tồn đầu,argmin,1,1,3,3,1,1
B-train-00284,1,1,Nhập,argmin,1,1,9,9,1,1
B-train-00285,1,1,Kế hoạch năm,argmin,1,0,6,4,1,1
B-train-00285,1,1,Tuyển mới,argmax,1,1,3,3,1,1
B-train-00285,1,1,Tỷ trọng (%),argmax,1,1,9,9,1,1
B-train-00286,2,1,Bồi thường,argmax,1,1,3,3,1,1
B-train-00286,1,1,Kế hoạch năm,argmax,1,1,3,3,1,1
B-train-00286,1,1,Tỷ lệ,argmin,1,1,9,9,1,1
B-train-00286,2,1,Tỷ trọng (%),argmin,1,1,12,12,1,1
B-train-00287,1,1,Tổn thất,argmax,1,1,13,13,1,1
B-train-00287,1,1,Công suất đỉnh,argmax,1,1,12,12,1,1
B-train-00287,1,1,Tổn thất,argmin,1,1,3,3,1,1
B-train-00287,1,1,Kỳ trước,argmin,1,1,20,20,1,1
B-train-00288,2,1,Kế hoạch năm,argmin,1,1,11,11,1,1
B-train-00288,1,1,Lũy kế,argmax,1,1,4,4,1,1
B-train-00288,2,1,Tăng trưởng,argmin,1,1,6,6,1,1
B-train-00289,1,2,Kỳ này,argmax,1,1,5,5,1,1
B-train-00289,1,2,Tỷ trọng (%),argmin,1,1,7,7,1,1
B-train-00289,1,1,Đúng giờ,argmin,1,1,11,11,1,1
B-train-00289,1,1,Đúng giờ,argmax,1,1,5,5,1,1
B-train-00290,1,2,Phản ánh,argmax,1,1,3,3,1,1
B-train-00290,1,2,Kỳ trước,argmin,1,1,4,4,1,1
B-train-00290,1,2,Kỳ này,argmax,1,1,6,6,1,1
B-train-00291,1,1,Lưu lượng,argmin,1,1,13,13,1,1
B-train-00291,1,1,Phản ánh,argmax,1,1,8,8,1,1
B-train-00291,1,1,Tỷ lệ rớt cuộc,argmin,1,1,5,5,1,1
B-train-00291,1,1,Tỷ trọng (%),argmax,1,1,9,9,1,1
B-train-00292,1,1,Kỳ trước,argmax,1,1,12,12,1,1
B-train-00292,1,1,Lũy kế,argmax,1,1,9,9,1,1
B-train-00293,1,1,Tỷ lệ,argmin,1,1,3,3,1,1
B-train-00293,1,1,Bồi thường,argmin,1,1,3,3,1,1
B-train-00293,1,1,Lũy kế,argmax,1,1,6,6,1,1
B-train-00293,1,1,Phí bảo hiểm,argmax,1,1,14,14,1,1
B-train-00294,1,1,Tỷ lệ đạt,argmax,1,1,3,3,1,1
B-train-00294,1,2,Kế hoạch năm,argmin,1,1,7,7,1,1
B-train-00294,1,2,Kế hoạch,argmin,1,1,6,6,1,1
B-train-00294,1,2,Tỷ lệ,argmax,1,1,10,10,1,1
B-train-00295,1,1,Tiến độ,argmax,1,1,8,8,1,1
B-train-00295,1,1,Tỷ trọng (%),argmin,1,1,11,11,1,1
B-train-00295,1,2,Kỳ này,argmax,1,1,14,14,1,1
B-train-00295,1,2,Tổn thất,argmin,1,1,14,14,1,1
B-train-00296,1,1,Lũy kế,argmin,1,1,16,16,1,1
B-train-00296,1,1,Hoàn trả,argmax,1,1,9,9,1,1
B-train-00296,2,1,Lũy kế,argmin,1,1,12,12,1,1
B-train-00297,1,2,Hiện có,argmin,1,0,7,3,1,1
B-train-00297,1,1,Diện tích (ha),argmax,1,1,5,5,1,1
B-train-00297,1,2,Định biên,argmin,1,0,6,3,1,1
B-train-00297,1,2,Thiếu/thừa,argmax,1,1,8,8,1,1
B-train-00298,1,1,Đạt,argmin,1,1,17,17,1,1
B-train-00298,1,1,Kỳ này,argmax,1,0,5,16,1,1
B-train-00298,1,1,Kỳ này,argmin,1,1,13,13,1,1
B-train-00298,1,1,Đạt,argmax,1,1,3,3,1,1
B-train-00299,1,1,Kỳ này,argmax,1,1,20,20,1,1
B-train-00299,1,1,Kế hoạch năm,argmin,1,1,18,18,1,1
B-train-00299,1,1,Công suất phòng,argmin,1,1,14,14,1,1
B-train-00299,1,1,Khách quốc tế,argmax,1,1,9,9,1,1
B-train-00300,1,1,Tỷ trọng (%),argmax,1,1,4,4,1,1
B-train-00300,1,1,Số chuyến,argmax,1,1,9,9,1,1
B-train-00301,1,1,Giá trị bán,argmin,1,1,7,7,1,1
B-train-00301,1,1,Số đơn,argmin,1,1,7,7,1,1
B-train-00301,1,1,Số đơn,argmax,1,1,4,4,1,1
B-train-00301,1,1,Tỷ trọng (%),argmax,1,1,10,10,1,1
B-train-00302,1,1,Giá trị hợp đồng,argmin,1,0,10,4,1,1
B-train-00302,1,1,Tiến độ,argmax,1,1,10,10,1,1
B-train-00302,1,2,Chuyển tuyến,argmin,1,1,7,7,1,1
B-train-00302,1,1,Kỳ trước,argmax,1,1,12,12,1,1
B-train-00303,1,1,Phí bảo hiểm,argmax,1,1,3,3,1,1
B-train-00303,1,1,Bồi thường,argmin,1,1,7,7,1,1
B-train-00303,1,1,Bồi thường,argmax,1,0,10,4,1,1
B-train-00303,1,1,Hợp đồng,argmin,1,0,4,6,1,1
B-train-00304,1,1,Lũy kế,argmax,1,1,7,7,1,1
B-train-00304,1,1,Công suất phòng,argmax,1,1,11,11,1,1
B-train-00304,1,1,Lũy kế,argmin,1,1,12,12,1,1
B-train-00305,1,1,Công suất phòng,argmax,1,1,13,13,1,1
B-train-00305,1,1,Công suất phòng,argmin,1,1,7,7,1,1
B-train-00305,1,1,Lũy kế,argmin,1,1,4,4,1,1
B-train-00305,1,1,Doanh thu,argmax,1,1,9,9,1,1
B-train-00306,1,2,Tăng trưởng,argmax,1,1,9,9,1,1
B-train-00306,1,1,Hiện có,argmin,1,1,11,11,1,1
B-train-00306,1,1,Lũy kế,argmax,1,1,6,6,1,1
B-train-00306,1,1,Thiếu/thừa,argmin,1,1,11,11,1,1
B-train-00307,1,2,Kỳ trước,argmin,1,1,10,10,1,1
B-train-00307,1,1,Đã giải quyết,argmin,1,1,9,9,1,1
B-train-00307,1,2,Kỳ trước,argmax,1,1,11,11,1,1
B-train-00307,1,1,Chi trả,argmax,1,1,3,3,1,1
B-train-00308,1,1,Tỷ trọng (%),argmax,1,0,13,14,1,1
B-train-00308,1,1,Lưu lượng,argmax,1,1,6,6,1,1
B-train-00308,1,1,Tỷ trọng (%),argmin,1,1,9,9,1,1
B-train-00308,1,1,Lưu lượng,argmin,1,1,5,5,1,1
B-train-00309,1,1,Kỳ trước,argmax,1,1,15,15,1,1
B-train-00309,1,1,Bồi thường,argmin,1,1,16,16,1,1
B-train-00309,1,1,Phí bảo hiểm,argmax,1,1,9,9,1,1
B-train-00309,1,1,Tỷ trọng (%),argmin,1,1,4,4,1,1
B-train-00310,1,2,Lũy kế,argmin,1,1,12,12,1,1
B-train-00310,1,1,Đạt,argmin,1,1,13,13,1,1
B-train-00310,1,2,Khách nội địa,argmax,1,0,10,7,1,1
B-train-00310,1,2,Lũy kế,argmax,1,0,14,10,1,1
B-train-00311,2,1,BOD5,argmin,1,1,14,14,1,1
B-train-00311,1,1,BOD5,argmin,1,1,12,12,1,1
B-train-00312,1,1,Phản ánh,argmax,1,1,15,15,1,1
B-train-00312,1,1,Tỷ trọng (%),argmin,1,1,4,4,1,1
B-train-00312,1,1,Lưu lượng,argmax,1,1,19,19,1,1
B-train-00313,1,1,Kỳ này,argmax,1,1,3,3,1,1
B-train-00313,1,1,Kỳ trước,argmax,1,1,12,12,1,1
B-train-00313,1,1,Kỳ này,argmin,1,1,4,4,1,1
B-train-00313,1,1,Tỷ trọng (%),argmin,1,0,3,10,1,1
B-train-00314,1,1,Kỳ trước,argmin,1,1,13,13,1,1
B-train-00314,1,1,Kế hoạch năm,argmax,1,1,10,10,1,1
B-train-00314,1,1,Thực hiện,argmin,1,1,6,6,1,1
B-train-00315,1,1,Chuyển tuyến,argmax,1,1,11,11,1,1
B-train-00315,1,1,Chuyển tuyến,argmin,1,1,5,5,1,1
B-train-00315,1,1,Kỳ trước,argmax,1,1,5,5,1,1
B-train-00315,1,1,Kỳ trước,argmin,1,1,8,8,1,1
B-train-00316,1,1,Kỳ trước,argmax,1,1,6,6,1,1
B-train-00316,1,1,Huy động,argmin,1,1,13,13,1,1
B-train-00316,1,1,Tăng trưởng,argmax,1,1,14,14,1,1
B-train-00317,1,1,Đã giải quyết,argmin,1,1,14,14,1,1
B-train-00317,1,1,Lũy kế,argmax,1,1,4,4,1,1
B-train-00317,1,1,Kế hoạch năm,argmax,1,1,16,16,1,1
B-train-00317,1,1,Kế hoạch năm,argmin,1,1,9,9,1,1
B-train-00318,1,2,Giá trúng,argmin,1,1,4,4,1,1
B-train-00318,1,2,Giá dự toán,argmax,1,1,7,7,1,1
B-train-00319,1,1,Thực hiện,argmin,1,1,11,11,1,1
B-train-00319,1,1,Tỷ trọng (%),argmax,1,1,3,3,1,1
B-train-00319,2,1,Thực hiện,argmax,1,1,10,10,1,1
B-train-00320,1,1,Sản lượng (tấn),argmax,1,1,8,8,1,1
B-train-00320,1,1,Diện tích (ha),argmax,1,1,8,8,1,1
B-train-00320,1,1,Sản lượng (tấn),argmin,1,0,13,15,1,1
B-train-00321,1,2,Thực hiện,argmax,1,1,9,9,1,1
B-train-00321,1,1,Lũy kế,argmin,1,1,9,9,1,1
B-train-00321,1,1,Tiến độ,argmin,1,1,5,5,1,1
B-train-00321,1,2,Chênh lệch,argmax,1,0,11,12,1,1
B-train-00322,1,1,Kế hoạch năm,argmax,1,1,5,5,1,1
B-train-00322,1,1,Nhập viện,argmax,1,1,12,12,1,1
B-train-00323,1,1,Kỳ này,argmax,1,1,16,16,1,1
B-train-00323,1,1,Kỳ trước,argmin,1,1,4,4,1,1
B-train-00323,1,1,Lưu lượng,argmin,1,1,6,6,1,1
B-train-00323,1,1,Kỳ trước,argmax,1,1,8,8,1,1
B-train-00324,1,1,Giá trị bán,argmin,1,1,13,13,1,1
B-train-00324,1,1,Số đơn,argmax,1,1,6,6,1,1
B-train-00324,1,1,Hoàn trả,argmax,1,1,11,11,1,1
B-train-00325,1,1,Lũy kế,argmax,1,1,5,5,1,1
B-train-00325,1,1,COD,argmin,1,1,12,12,1,1
B-train-00325,1,1,Kế hoạch năm,argmax,1,1,3,3,1,1
B-train-00326,1,1,Kỳ này,argmax,1,1,14,14,1,1
B-train-00326,1,2,Lưu lượng,argmax,1,1,4,4,1,1
B-train-00326,1,2,Phản ánh,argmin,1,1,3,3,1,1
B-train-00327,1,2,Bồi thường,argmax,1,1,6,6,1,1
B-train-00327,1,1,Kỳ trước,argmax,1,1,3,3,1,1
B-train-00327,1,2,Phí bảo hiểm,argmin,1,1,9,9,1,1
B-train-00327,1,1,Kỳ trước,argmin,1,0,7,8,1,1
B-train-00328,1,1,Số đơn,argmax,1,1,13,13,1,1
B-train-00328,1,1,Giá trị bán,argmin,1,1,10,10,1,1
B-train-00328,1,1,Số đơn,argmin,1,1,9,9,1,1
B-train-00328,1,1,Giá trị bán,argmax,1,1,13,13,1,1
B-train-00329,1,1,Kế hoạch năm,argmin,1,1,19,19,1,1
B-train-00329,1,1,Kế hoạch năm,argmax,1,1,4,4,1,1
B-train-00329,1,1,Kỳ trước,argmin,1,1,8,8,1,1
B-train-00330,1,1,Tỷ trọng (%),argmin,1,1,17,17,1,1
B-train-00330,1,1,Kỳ này,argmax,1,0,3,4,1,1
B-train-00330,1,1,Lưu lượng,argmax,1,1,10,10,1,1
B-train-00330,1,1,Kỳ này,argmin,1,1,14,14,1,1
B-train-00331,1,1,Tồn cuối,argmin,1,0,6,9,1,1
B-train-00331,1,2,Kỳ trước,argmax,1,0,7,8,1,1
B-train-00331,1,1,Tồn cuối,argmax,1,0,11,3,1,1
B-train-00332,1,1,Diện tích (ha),argmax,1,1,15,15,1,1
B-train-00332,1,1,Sản lượng (tấn),argmin,1,1,7,7,1,1
B-train-00332,1,1,Diện tích (ha),argmin,1,1,7,7,1,1
B-train-00333,1,1,Kỳ này,argmax,1,1,10,10,1,1
B-train-00333,1,1,Công suất đỉnh,argmin,1,1,5,5,1,1
B-train-00333,1,1,Kỳ trước,argmax,1,1,4,4,1,1
B-train-00333,1,1,Kỳ trước,argmin,1,1,10,10,1,1
B-train-00334,1,1,Nhập viện,argmin,1,1,8,8,1,1
B-train-00334,1,1,Chuyển tuyến,argmin,1,1,17,17,1,1
B-train-00334,1,1,Nhập viện,argmax,1,1,3,3,1,1
B-train-00335,1,1,Kỳ trước,argmax,1,0,13,11,1,1
B-train-00335,1,1,Hiện có,argmin,1,1,16,16,1,1
B-train-00335,1,1,Tỷ trọng (%),argmin,1,1,17,17,1,1
B-train-00335,1,1,Tỷ trọng (%),argmax,1,1,7,7,1,1
B-train-00336,1,1,Tăng trưởng,argmin,1,1,10,10,1,1
B-train-00336,1,1,Huy động,argmax,1,1,7,7,1,1
B-train-00336,1,1,Nợ quá hạn,argmin,1,1,13,13,1,1
B-train-00336,1,1,Tăng trưởng,argmax,1,1,4,4,1,1
B-train-00337,1,1,Đạt,argmin,1,1,4,4,1,1
B-train-00337,1,2,Thí sinh,argmin,1,1,7,7,1,1
B-train-00337,1,1,Kỳ này,argmax,1,1,8,8,1,1
B-train-00338,1,1,Tỷ trọng (%),argmin,1,1,13,13,1,1
B-train-00338,1,1,Tiến độ,argmax,1,1,6,6,1,1
B-train-00338,1,1,Kỳ trước,argmax,1,1,3,3,1,1
B-train-00339,1,1,Tỷ lệ,argmax,1,1,10,10,1,1
B-train-00339,1,1,Chênh lệch,argmax,1,1,3,3,1,1
B-train-00339,1,1,Chênh lệch,argmin,1,0,7,5,1,1
B-train-00339,1,1,Tỷ lệ,argmin,1,0,8,5,1,1
B-train-00340,1,1,Lưu lượng,argmax,1,1,5,5,1,1
B-train-00340,2,1,Lũy kế,argmax,1,1,6,6,1,1
B-train-00340,2,1,Lưu lượng,argmin,1,1,14,14,1,1
B-train-00341,1,2,Giải ngân,argmax,1,0,7,10,1,1
B-train-00341,1,1,Tỷ lệ rớt cuộc,argmax,1,1,6,6,1,1
B-train-00341,1,1,Tỷ lệ rớt cuộc,argmin,1,1,8,8,1,1
B-train-00341,1,2,Giải ngân,argmin,1,1,5,5,1,1
B-train-00342,1,1,Đúng giờ,argmax,1,1,3,3,1,1
B-train-00342,1,1,Đúng giờ,argmin,1,1,4,4,1,1
B-train-00342,1,1,Hành khách,argmin,1,1,8,8,1,1
B-train-00343,1,1,Kế hoạch năm,argmax,1,1,3,3,1,1
B-train-00343,1,1,Đúng giờ,argmin,1,1,3,3,1,1
B-train-00343,1,1,Tỷ trọng (%),argmax,1,1,19,19,1,1
B-train-00343,1,1,Kế hoạch năm,argmin,1,1,18,18,1,1
B-train-00344,1,1,Hiện có,argmin,1,1,8,8,1,1
B-train-00344,1,1,Thiếu/thừa,argmin,1,1,3,3,1,1
B-train-00344,1,1,Thiếu/thừa,argmax,1,0,11,13,1,1
B-train-00345,1,1,Tỷ lệ,argmax,1,1,12,12,1,1
B-train-00345,1,1,Phí bảo hiểm,argmax,1,1,5,5,1,1
B-train-00345,1,1,Bồi thường,argmin,1,0,13,6,1,1
B-train-00345,1,1,Phí bảo hiểm,argmin,1,1,11,11,1,1
B-train-00346,1,1,Tiến độ,argmax,1,1,8,8,1,1
B-train-00346,1,1,Giải ngân,argmin,1,1,10,10,1,1
B-train-00347,2,1,Kế hoạch năm,argmax,1,1,9,9,1,1
B-train-00348,1,2,Sản lượng (tấn),argmin,1,1,7,7,1,1
B-train-00348,1,1,Tỷ trọng (%),argmax,1,1,6,6,1,1
B-train-00349,1,2,Doanh thu,argmax,1,0,12,8,1,1
B-train-00349,1,1,Diện tích (ha),argmax,1,1,9,9,1,1
B-train-00349,1,2,Khách nội địa,argmin,1,1,6,6,1,1
B-train-00349,1,2,Công suất phòng,argmin,1,1,5,5,1,1
B-train-00350,1,1,Tỷ lệ,argmax,1,1,4,4,1,1
B-train-00350,1,1,Chênh lệch,argmin,1,1,6,6,1,1
B-train-00350,1,1,Thực hiện,argmin,1,0,5,8,1,1
B-train-00350,1,1,Thực hiện,argmax,1,1,12,12,1,1
B-train-00351,1,2,Công suất phòng,argmax,1,1,9,9,1,1
B-train-00351,1,2,Doanh thu,argmax,1,1,7,7,1,1
B-train-00351,1,1,Kế hoạch năm,argmin,1,1,3,3,1,1
B-train-00351,1,2,Công suất phòng,argmin,1,1,6,6,1,1
B-train-00352,1,2,Doanh thu,argmax,1,1,4,4,1,1
B-train-00352,1,1,Thực hiện,argmin,1,0,7,8,1,1
B-train-00352,1,1,Tỷ lệ,argmax,1,1,5,5,1,1
B-train-00353,1,1,Tồn đầu,argmax,1,1,12,12,1,1
B-train-00353,1,1,Lũy kế,argmin,1,1,11,11,1,1
B-train-00353,1,1,Kế hoạch năm,argmin,1,1,16,16,1,1
B-train-00353,1,1,Nhập,argmax,1,1,13,13,1,1
B-train-00354,1,1,Lũy kế,argmin,1,1,10,10,1,1
B-train-00354,1,1,Tỷ trọng (%),argmax,1,1,10,10,1,1
B-train-00355,1,1,Kế hoạch năm,argmax,1,1,7,7,1,1
B-train-00355,1,1,Giá trị hợp đồng,argmin,1,0,5,4,1,1
B-train-00355,1,2,pH,argmax,1,1,4,4,1,1
B-train-00355,1,2,COD,argmin,1,1,3,3,1,1
B-train-00356,1,1,Kỳ này,argmax,1,1,13,13,1,1
B-train-00356,1,1,COD,argmin,1,1,6,6,1,1
B-train-00357,1,2,Nhập,argmax,1,1,13,13,1,1
B-train-00357,1,2,Nhập,argmin,1,1,9,9,1,1
B-train-00357,1,1,Giá trúng,argmax,1,1,11,11,1,1
B-train-00357,1,1,Giá trúng,argmin,1,1,3,3,1,1
B-train-00358,1,2,Lưu lượng,argmin,1,1,9,9,1,1
B-train-00358,1,2,Thuê bao,argmax,1,1,9,9,1,1
B-train-00358,1,2,Phản ánh,argmax,1,1,3,3,1,1
B-train-00359,1,1,Giải ngân,argmin,1,1,8,8,1,1
B-train-00359,1,2,Đã giải quyết,argmin,1,1,9,9,1,1
B-train-00360,1,1,Tồn cuối,argmax,1,1,14,14,1,1
B-train-00360,1,1,Kỳ này,argmin,1,1,3,3,1,1
B-train-00360,1,1,Kỳ này,argmax,1,1,17,17,1,1
B-train-00360,1,1,Tồn cuối,argmin,1,1,12,12,1,1
B-train-00361,1,1,Tăng trưởng,argmin,1,1,11,11,1,1
B-train-00361,1,1,Kỳ trước,argmax,1,1,6,6,1,1
B-train-00361,2,1,Huy động,argmax,1,1,13,13,1,1
B-train-00362,1,1,Tỷ lệ,argmin,1,1,9,9,1,1
B-train-00362,1,1,Bồi thường,argmin,1,1,9,9,1,1
B-train-00362,1,2,Tỷ trọng (%),argmax,1,1,11,11,1,1
B-train-00363,1,1,Kỳ trước,argmax,1,1,3,3,1,1
B-train-00363,1,1,Đã giải quyết,argmin,1,1,10,10,1,1
B-train-00363,1,1,Đã giải quyết,argmax,1,1,15,15,1,1
B-train-00363,1,1,Chi trả,argmin,1,1,3,3,1,1
B-train-00364,1,1,Tồn cuối,argmin,1,1,18,18,1,1
B-train-00364,1,1,Lũy kế,argmin,1,1,6,6,1,1
B-train-00365,1,1,COD,argmax,1,1,17,17,1,1
B-train-00365,1,1,Tỷ trọng (%),argmin,1,1,8,8,1,1
B-train-00365,1,1,Kỳ này,argmin,1,1,17,17,1,1
B-train-00366,1,2,Tăng trưởng,argmin,1,1,5,5,1,1
B-train-00366,1,1,Lũy kế,argmax,1,1,11,11,1,1
B-train-00366,1,1,Kỳ trước,argmin,1,1,7,7,1,1
B-train-00366,1,2,Tỷ trọng (%),argmax,1,1,6,6,1,1
B-train-00367,1,1,Kế hoạch năm,argmax,1,1,5,5,1,1
B-train-00367,1,1,Nhập viện,argmax,1,1,3,3,1,1
B-train-00367,1,1,Kỳ này,argmin,1,1,8,8,1,1
