document_id,page,table,reasoning_type,value_column,return_column,question_id,expected_answer,expected_row,solver_answer,solver_row,is_correct,table_expected_rows,table_solver_rows,table_expected_row_count,table_solver_row_count
B-train-00247,1,1,argmax,Huy động,Chi nhánh,B-train-00247-q03,Đà Nẵng 01,10,Đà Nẵng 01,10,True,10,10,1,1
B-train-00247,1,2,argmin,Kế hoạch năm,Chi nhánh,B-train-00247-q06,Đà Nẵng 01,10,Đà Nẵng 01,10,True,10|12|13,10|12|13,3,3
B-train-00247,1,2,argmin,Huy động,Chi nhánh,B-train-00247-q10,Cần Thơ 02,12,Cần Thơ 02,12,True,10|12|13,10|12|13,3,3
B-train-00248,2,1,argmin,Kế hoạch năm,Nghiệp vụ,B-train-00248-q01,Tai nạn con người,5,Tai nạn con người,5,True,5|6,5|6,2,2
B-train-00248,2,1,argmin,Tỷ lệ,Nghiệp vụ,B-train-00248-q10,Sức khỏe,6,Sức khỏe,6,True,5|6,5|6,2,2
B-train-00249,1,1,argmax,Chênh lệch,Khu vực,B-train-00249-q02,Tây Nguyên,6,Tây Nguyên,6,True,6|12|14|17,6|12|14|17,4,4
B-train-00249,1,1,argmax,Kế hoạch năm,Khu vực,B-train-00249-q03,Đồng bằng sông Cửu Long,17,Đồng bằng sông Cửu Long,17,True,6|12|14|17,6|12|14|17,4,4
B-train-00249,1,1,argmin,Kế hoạch năm,Khu vực,B-train-00249-q05,Miền Trung,14,Miền Trung,14,True,6|12|14|17,6|12|14|17,4,4
B-train-00249,1,1,argmin,Tỷ lệ,Khu vực,B-train-00249-q07,Đồng bằng sông Cửu Long,12,Đồng bằng sông Cửu Long,12,True,6|12|14|17,6|12|14|17,4,4
B-train-00250,1,1,argmax,Chuyển tuyến,Khoa,B-train-00250-q01,Ngoại,10,Ngoại,10,True,10|11,10|11,2,2
B-train-00250,1,1,argmax,Nhập viện,Khoa,B-train-00250-q08,Nhi,11,Nhi,11,True,10|11,10|11,2,2
B-train-00251,1,1,argmin,Chuyển tuyến,Khoa,B-train-00251-q04,Nhi,17,Nhi,17,True,3|5|17|18,3|5|17|18,4,4
B-train-00251,1,1,argmax,Chuyển tuyến,Khoa,B-train-00251-q06,Nội tổng hợp,3,Nội tổng hợp,3,True,3|5|17|18,3|5|17|18,4,4
B-train-00251,1,1,argmax,Nhập viện,Khoa,B-train-00251-q08,Nhi,5,Nhi,5,True,3|5|17|18,3|5|17|18,4,4
B-train-00251,1,1,argmin,Kỳ này,Khoa,B-train-00251-q10,Sản,18,Sản,18,True,3|5|17|18,3|5|17|18,4,4
B-train-00252,1,1,argmin,Tổn thất,Trạm,B-train-00252-q01,Trạm Nam Sông,10,Trạm Nam Sông,10,True,3|10,3|10,2,2
B-train-00252,1,2,argmax,Bồi thường,Nghiệp vụ,B-train-00252-q02,Xe cơ giới,14,Xe cơ giới,14,True,10|14,10|14,2,2
B-train-00252,1,1,argmax,Kế hoạch năm,Trạm,B-train-00252-q05,Trạm 110kV Bắc,3,Trạm 110kV Bắc,3,True,3|10,3|10,2,2
B-train-00252,1,2,argmin,Hợp đồng,Nghiệp vụ,B-train-00252-q09,Miền Trung,10,Miền Trung,10,True,10|14,10|14,2,2
B-train-00253,1,2,argmin,Sản lượng,Trạm,B-train-00253-q03,Trạm Tây Đô,6,Trạm Tây Đô,6,True,5|6|8,6|8,3,2
B-train-00253,1,2,argmin,Kế hoạch năm,Trạm,B-train-00253-q07,Trạm Nam Sông,5,Đồng Nai,8,False,5|6|8,6|8,3,2
B-train-00253,1,2,argmax,Sự cố,Trạm,B-train-00253-q09,Đồng Nai,8,Đồng Nai,8,True,5|6|8,6|8,3,2
B-train-00253,1,1,argmax,Tỷ lệ,Khu vực,B-train-00253-q10,Miền Nam,5,Miền Nam,5,True,5,5,1,1
B-train-00254,1,1,argmin,Lũy kế,Khu vực,B-train-00254-q01,Miền Bắc,13,Miền Bắc,13,True,13|15|19,13|15|19,3,3
B-train-00254,1,1,argmin,Kỳ này,Khu vực,B-train-00254-q08,Miền Trung,19,Miền Trung,19,True,13|15|19,13|15|19,3,3
B-train-00254,1,1,argmax,Lũy kế,Khu vực,B-train-00254-q09,Miền Nam,15,Miền Nam,15,True,13|15|19,13|15|19,3,3
B-train-00255,1,1,argmax,Hồ sơ nhận,Nhóm chế độ,B-train-00255-q04,Hưu trí,3,Khánh Hòa,7,False,3|4,4|7,2,2
B-train-00255,1,2,argmax,Giá trị hợp đồng,Dự án,B-train-00255-q07,Hà Nội,6,Đường vành đai,9,False,6|10,9|10,2,2
B-train-00255,1,2,argmin,Giá trị hợp đồng,Dự án,B-train-00255-q08,Trường liên cấp,10,Trường liên cấp,10,True,6|10,9|10,2,2
B-train-00255,1,1,argmin,Trễ hạn,Nhóm chế độ,B-train-00255-q09,Thất nghiệp,4,Thất nghiệp,4,True,3|4,4|7,2,2
B-train-00256,1,1,argmax,COD,Điểm quan trắc,B-train-00256-q01,Hồ Xuân Hương,10,Hồ Xuân Hương,10,True,10,10,1,1
B-train-00256,1,2,argmin,Thiếu/thừa,Phòng ban,B-train-00256-q08,Công nghệ,6,Đồng Nai,3,False,6,3,1,1
B-train-00257,2,1,argmin,Chi trả,Nhóm chế độ,B-train-00257-q03,Hưu trí,9,Hưu trí,9,True,9,9,1,1
B-train-00257,1,1,argmax,Chi trả,Nhóm chế độ,B-train-00257-q04,Ốm đau,10,Ốm đau,10,True,6|10|14,6|10|14,3,3
B-train-00257,1,1,argmax,Kế hoạch năm,Nhóm chế độ,B-train-00257-q06,Thai sản,6,Thai sản,6,True,6|10|14,6|10|14,3,3
B-train-00257,1,1,argmin,Trễ hạn,Nhóm chế độ,B-train-00257-q08,Thất nghiệp,14,Thất nghiệp,14,True,6|10|14,6|10|14,3,3
B-train-00258,1,1,argmax,Giá dự toán,Gói thầu,B-train-00258-q01,GT15,15,GT15,15,True,4|10|15,4|10|15,3,3
B-train-00258,1,1,argmin,Kỳ trước,Gói thầu,B-train-00258-q08,GT04,10,GT04,10,True,4|10|15,4|10|15,3,3
B-train-00258,1,1,argmax,Kỳ trước,Gói thầu,B-train-00258-q09,GT66,4,GT66,4,True,4|10|15,4|10|15,3,3
B-train-00259,2,1,argmax,Nhập viện,Khoa,B-train-00259-q02,Tai Mũi Họng,13,Tai Mũi Họng,13,True,13,13,1,1
B-train-00259,1,1,argmin,Nhập viện,Khoa,B-train-00259-q05,Nội tổng hợp,9,Nội tổng hợp,9,True,9,9,1,1
B-train-00259,1,1,argmin,Kỳ này,Khoa,B-train-00259-q06,Nội tổng hợp,9,Nội tổng hợp,9,True,9,9,1,1
B-train-00260,1,1,argmax,Đúng hạn,Kho/điểm,B-train-00260-q01,Kho Cần Thơ,6,Kho Cần Thơ,6,True,5|6|12,5|6|12,3,3
B-train-00260,1,1,argmin,Chi phí,Kho/điểm,B-train-00260-q02,Kho trung chuyển,12,Kho trung chuyển,12,True,5|6|12,5|6|12,3,3
B-train-00260,1,2,argmax,Hành khách,Tuyến,B-train-00260-q05,TP.HCM – Cần Thơ,13,TP.HCM – Cần Thơ,13,True,13,13,1,1
B-train-00260,1,1,argmin,Kỳ này,Kho/điểm,B-train-00260-q06,Kho Bình Dương,5,Kho Bình Dương,5,True,5|6|12,5|6|12,3,3
B-train-00261,1,1,argmax,Giá trị hợp đồng,Dự án,B-train-00261-q03,Đồng Nai,6,Trường liên cấp,10,False,3|6,3|6|10,2,3
B-train-00261,1,1,argmax,Giải ngân,Dự án,B-train-00261-q06,Cầu Đông Thành,3,Cầu Đông Thành,3,True,3|6,3|6|10,2,3
B-train-00261,1,2,argmin,Số chuyến,Tuyến,B-train-00261-q08,Đà Nẵng – Huế,4,Đà Nẵng – Huế,4,True,4,4,1,1
B-train-00261,1,1,argmin,Giải ngân,Dự án,B-train-00261-q09,Đồng Nai,6,Đồng Nai,6,True,3|6,3|6|10,2,3
B-train-00262,1,1,argmin,Tỷ lệ,Khu vực,B-train-00262-q01,Đồng bằng sông Cửu Long,12,Đồng bằng sông Cửu Long,12,True,3|6|7|12,3|7|12|15,4,4
B-train-00262,1,1,argmin,Kỳ trước,Khu vực,B-train-00262-q05,Tây Nguyên,6,Miền Nam,15,False,3|6|7|12,3|7|12|15,4,4
B-train-00262,1,1,argmax,Kỳ trước,Khu vực,B-train-00262-q06,Đồng bằng sông Cửu Long,7,Đồng bằng sông Cửu Long,7,True,3|6|7|12,3|7|12|15,4,4
B-train-00262,1,1,argmax,Thực hiện,Khu vực,B-train-00262-q09,Miền Bắc,3,Miền Bắc,3,True,3|6|7|12,3|7|12|15,4,4
B-train-00263,1,1,argmax,Kế hoạch năm,Địa bàn,B-train-00263-q02,Hà Nội,10,Miền Bắc,7,False,10|13,7|13,2,2
B-train-00263,1,1,argmax,Sản lượng (tấn),Địa bàn,B-train-00263-q08,Khánh Hòa,13,Khánh Hòa,13,True,10|13,7|13,2,2
B-train-00263,1,2,argmin,Tăng trưởng,Chi nhánh,B-train-00263-q09,Hải Phòng 02,4,Hải Phòng 02,4,True,4,4,1,1
B-train-00263,1,1,argmin,Lũy kế,Địa bàn,B-train-00263-q10,Khánh Hòa,13,Miền Bắc,7,False,10|13,7|13,2,2
B-train-00264,1,1,argmin,Kỳ trước,Nhóm chế độ,B-train-00264-q01,Hưu trí,13,Hưu trí,13,True,5|9|13|14,5|9|13|14,4,4
B-train-00264,1,1,argmax,Kỳ trước,Nhóm chế độ,B-train-00264-q04,Ốm đau,5,Ốm đau,5,True,5|9|13|14,5|9|13|14,4,4
B-train-00264,1,1,argmax,Chi trả,Nhóm chế độ,B-train-00264-q06,Thất nghiệp,9,Thất nghiệp,9,True,5|9|13|14,5|9|13|14,4,4
B-train-00264,1,1,argmin,Đã giải quyết,Nhóm chế độ,B-train-00264-q08,Thất nghiệp,14,Thất nghiệp,14,True,5|9|13|14,5|9|13|14,4,4
B-train-00265,1,1,argmin,Hiện có,Phòng ban,B-train-00265-q02,Miền Nam,12,Miền Nam,12,True,4|9|12,4|9|12,3,3
B-train-00265,1,1,argmax,Thiếu/thừa,Phòng ban,B-train-00265-q08,Kinh doanh,9,Kinh doanh,9,True,4|9|12,4|9|12,3,3
B-train-00265,1,1,argmax,Hiện có,Phòng ban,B-train-00265-q10,Kế toán,4,Kế toán,4,True,4|9|12,4|9|12,3,3
B-train-00266,1,1,argmax,Kế hoạch năm,Đơn vị,B-train-00266-q01,THPT Chu Văn An,12,THPT Chu Văn An,12,True,4|8|9|12,4|8|9|12,4,4
B-train-00266,1,1,argmin,Đạt,Đơn vị,B-train-00266-q04,THPT Nguyễn Trãi,8,THPT Nguyễn Trãi,8,True,4|8|9|12,4|8|9|12,4,4
B-train-00266,1,1,argmax,Tỷ trọng (%),Đơn vị,B-train-00266-q05,THPT Lê Quý Đôn,9,THPT Lê Quý Đôn,9,True,4|8|9|12,4|8|9|12,4,4
B-train-00266,1,1,argmin,Lũy kế,Đơn vị,B-train-00266-q08,THPT Lê Quý Đôn,4,THPT Lê Quý Đôn,4,True,4|8|9|12,4|8|9|12,4,4
B-train-00267,1,2,argmin,Kỳ trước,Kho/điểm,B-train-00267-q01,Kho Bình Dương,5,Kho Bình Dương,5,True,5,5|10,1,2
B-train-00267,1,1,argmin,Tỷ trọng (%),Khu vực,B-train-00267-q03,Miền Trung,4,Miền Trung,4,True,4,4,1,1
B-train-00267,1,2,argmax,Đúng hạn,Kho/điểm,B-train-00267-q06,Kho Bình Dương,5,Kho Bình Dương,5,True,5,5|10,1,2
B-train-00267,1,2,argmax,Tồn cuối,Kho/điểm,B-train-00267-q10,Kho Bình Dương,5,Khánh Hòa,10,False,5,5|10,1,2
B-train-00268,1,1,argmin,Tỷ lệ đạt,Đơn vị,B-train-00268-q01,Đồng Nai,5,Đồng Nai,5,True,5,5,1,1
B-train-00268,1,1,argmin,Đạt,Đơn vị,B-train-00268-q05,Đồng Nai,5,Đồng Nai,5,True,5,5,1,1
B-train-00268,1,2,argmax,Kế hoạch năm,Đơn vị,B-train-00268-q10,Hà Nội,3,Hà Nội,3,True,3,3,1,1
B-train-00269,1,2,argmax,Khách nội địa,Điểm đến,B-train-00269-q04,Đà Lạt,10,Đà Nẵng,5,False,7|10,5|7,2,2
B-train-00269,1,1,argmax,Tổn thất,Trạm,B-train-00269-q05,Trạm 220kV Trung,4,Trạm 220kV Trung,4,True,4,4,1,1
B-train-00269,1,2,argmin,Công suất phòng,Điểm đến,B-train-00269-q09,Phú Quốc,7,Phú Quốc,7,True,7|10,5|7,2,2
B-train-00270,1,1,argmin,COD,Điểm quan trắc,B-train-00270-q04,Hồ Xuân Hương,10,Hồ Xuân Hương,10,True,10|13,10|13,2,2
B-train-00270,1,1,argmax,Lũy kế,Điểm quan trắc,B-train-00270-q09,Hồ Xuân Hương,10,Hồ Xuân Hương,10,True,10|13,10|13,2,2
B-train-00270,1,1,argmax,BOD5,Điểm quan trắc,B-train-00270-q10,Sông Hồng,13,Sông Hồng,13,True,10|13,10|13,2,2
B-train-00271,1,1,argmax,Đạt,Đơn vị,B-train-00271-q01,THPT Lê Quý Đôn,4,THPT Lê Quý Đôn,4,True,4|9|11,4|9|11,3,3
B-train-00271,1,1,argmin,Tỷ trọng (%),Đơn vị,B-train-00271-q02,THPT Lê Quý Đôn,9,THPT Lê Quý Đôn,9,True,4|9|11,4|9|11,3,3
B-train-00271,1,1,argmin,Đạt,Đơn vị,B-train-00271-q09,Hải Phòng,11,Hải Phòng,11,True,4|9|11,4|9|11,3,3
B-train-00272,1,1,argmax,Dư nợ,Chi nhánh,B-train-00272-q02,Đồng bằng sông Cửu Long,6,Hải Phòng 02,9,False,4|6,4|9,2,2
B-train-00272,1,1,argmin,Nợ quá hạn,Chi nhánh,B-train-00272-q03,Hải Phòng 02,4,Hải Phòng 02,4,True,4|6,4|9,2,2
B-train-00272,1,2,argmin,Diện tích (ha),Địa bàn,B-train-00272-q06,Lâm Đồng,9,Lâm Đồng,9,True,9,9,1,1
B-train-00273,1,1,argmin,Thực hiện,Khu vực,B-train-00273-q02,Tây Nguyên,16,Tây Nguyên,16,True,7|9|15|16,7|9|11|16,4,4
B-train-00273,1,1,argmin,Lũy kế,Khu vực,B-train-00273-q07,Đồng bằng sông Cửu Long,7,Đồng bằng sông Cửu Long,7,True,7|9|15|16,7|9|11|16,4,4
B-train-00273,1,1,argmax,Chênh lệch,Khu vực,B-train-00273-q09,Miền Nam,15,Miền Trung,11,False,7|9|15|16,7|9|11|16,4,4
B-train-00273,1,1,argmax,Lũy kế,Khu vực,B-train-00273-q10,Miền Trung,9,Miền Trung,9,True,7|9|15|16,7|9|11|16,4,4
B-train-00274,1,1,argmin,Kỳ này,Trạm,B-train-00274-q06,Trạm Nam Sông,15,Trạm Nam Sông,15,True,9|13|15,9|13|15,3,3
B-train-00274,1,1,argmin,Tỷ trọng (%),Trạm,B-train-00274-q08,Trạm 110kV Bắc,13,Trạm 110kV Bắc,13,True,9|13|15,9|13|15,3,3
B-train-00274,1,1,argmax,Công suất đỉnh,Trạm,B-train-00274-q09,Trạm Nam Sông,15,Trạm Nam Sông,15,True,9|13|15,9|13|15,3,3
B-train-00274,1,1,argmax,Kỳ này,Trạm,B-train-00274-q10,Trạm 220kV Trung,9,Trạm 220kV Trung,9,True,9|13|15,9|13|15,3,3
B-train-00275,1,1,argmin,Nhập viện,Khoa,B-train-00275-q01,Nội tổng hợp,9,Nội tổng hợp,9,True,6|9,6|9,2,2
B-train-00275,1,1,argmax,Chuyển tuyến,Khoa,B-train-00275-q03,Sản,6,Sản,6,True,6|9,6|9,2,2
B-train-00275,1,2,argmax,Đúng giờ,Tuyến,B-train-00275-q10,Nha Trang – Đà Lạt,6,Nha Trang – Đà Lạt,6,True,6,6,1,1
B-train-00276,1,1,argmax,Doanh thu,Tuyến,B-train-00276-q01,Nha Trang – Đà Lạt,10,Nha Trang – Đà Lạt,10,True,10|13,10|13,2,2
B-train-00276,1,1,argmin,Kỳ trước,Tuyến,B-train-00276-q02,TP.HCM – Cần Thơ,13,TP.HCM – Cần Thơ,13,True,10|13,10|13,2,2
B-train-00276,1,1,argmax,Hành khách,Tuyến,B-train-00276-q08,Nha Trang – Đà Lạt,10,Nha Trang – Đà Lạt,10,True,10|13,10|13,2,2
B-train-00277,1,1,argmax,Kế hoạch năm,Kho/điểm,B-train-00277-q05,Kho Đà Nẵng,14,Kho Đà Nẵng,14,True,6|10|14,6|10|14,3,3
B-train-00277,1,1,argmax,Tồn cuối,Kho/điểm,B-train-00277-q08,Kho Bình Dương,10,Kho Bình Dương,10,True,6|10|14,6|10|14,3,3
B-train-00277,1,1,argmin,Tỷ trọng (%),Kho/điểm,B-train-00277-q10,Kho Cần Thơ,6,Kho Cần Thơ,6,True,6|10|14,6|10|14,3,3
B-train-00278,1,1,argmin,Thực hiện,Khu vực,B-train-00278-q01,Miền Trung,14,Miền Trung,14,True,4|7|14,4|7|14,3,3
B-train-00278,1,1,argmax,Tỷ lệ,Khu vực,B-train-00278-q03,Miền Trung,4,Miền Trung,4,True,4|7|14,4|7|14,3,3
B-train-00278,1,1,argmax,Kỳ trước,Khu vực,B-train-00278-q05,Đồng bằng sông Cửu Long,7,Đồng bằng sông Cửu Long,7,True,4|7|14,4|7|14,3,3
B-train-00278,2,1,argmin,Thực hiện,Khu vực,B-train-00278-q06,Đồng bằng sông Cửu Long,4,Đồng bằng sông Cửu Long,4,True,4,4,1,1
B-train-00279,1,1,argmin,Công suất đỉnh,Trạm,B-train-00279-q01,Trạm 110kV Bắc,13,Hải Phòng,17,False,7|9|13|15,7|9|15|17,4,4
B-train-00279,1,1,argmax,Tổn thất,Trạm,B-train-00279-q03,Trạm Nam Sông,15,Trạm Nam Sông,15,True,7|9|13|15,7|9|15|17,4,4
B-train-00279,1,1,argmin,Tổn thất,Trạm,B-train-00279-q08,Trạm 220kV Trung,9,Trạm 220kV Trung,9,True,7|9|13|15,7|9|15|17,4,4
B-train-00279,1,1,argmax,Công suất đỉnh,Trạm,B-train-00279-q09,Trạm Cao Nguyên,7,Trạm Cao Nguyên,7,True,7|9|13|15,7|9|15|17,4,4
B-train-00280,1,1,argmax,Tổn thất,Trạm,B-train-00280-q01,Trạm Cao Nguyên,7,Trạm Cao Nguyên,7,True,3|7,3|7,2,2
B-train-00280,1,1,argmin,Kỳ trước,Trạm,B-train-00280-q04,Trạm 110kV Bắc,3,Trạm 110kV Bắc,3,True,3|7,3|7,2,2
B-train-00280,1,2,argmax,Lượt khám,Khoa,B-train-00280-q05,Lâm Đồng,9,Lâm Đồng,9,True,7|9,7|9,2,2
B-train-00280,1,2,argmin,Nhập viện,Khoa,B-train-00280-q08,Mắt,7,Mắt,7,True,7|9,7|9,2,2
B-train-00281,1,1,argmin,Giá dự toán,Gói thầu,B-train-00281-q04,GT38,12,GT38,12,True,11|12,8|11|12,2,3
B-train-00281,1,1,argmax,Giá dự toán,Gói thầu,B-train-00281-q05,GT87,11,GT87,11,True,11|12,8|11|12,2,3
B-train-00281,1,1,argmin,Giá trúng,Gói thầu,B-train-00281-q09,GT38,12,GT38,12,True,11|12,8|11|12,2,3
B-train-00281,1,1,argmax,Giá trúng,Gói thầu,B-train-00281-q10,GT87,11,Đà Nẵng,8,False,11|12,8|11|12,2,3
B-train-00282,1,1,argmax,Bồi thường,Nghiệp vụ,B-train-00282-q02,Sức khỏe,13,Sức khỏe,13,True,4|11|13,4|11|13,3,3
B-train-00282,1,1,argmax,Kỳ trước,Nghiệp vụ,B-train-00282-q03,Miền Bắc,4,Miền Bắc,4,True,4|11|13,4|11|13,3,3
B-train-00282,1,1,argmin,Tỷ lệ,Nghiệp vụ,B-train-00282-q06,Hàng hóa,11,Hàng hóa,11,True,4|11|13,4|11|13,3,3
B-train-00283,1,1,argmin,Nhập viện,Khoa,B-train-00283-q01,Nhi,17,Nhi,17,True,7|8|17,7|13|17,3,3
B-train-00283,1,1,argmax,Lượt khám,Khoa,B-train-00283-q04,Tai Mũi Họng,8,Hải Phòng,13,False,7|8|17,7|13|17,3,3
B-train-00283,1,1,argmin,Tỷ trọng (%),Khoa,B-train-00283-q06,Mắt,7,Mắt,7,True,7|8|17,7|13|17,3,3
B-train-00284,1,1,argmax,Tỷ trọng (%),Mã hàng,B-train-00284-q02,VT965,14,VT965,14,True,3|9|10|14,3|9|10|14,4,4
B-train-00284,1,1,argmax,Tồn cuối,Mã hàng,B-train-00284-q04,VT742,10,VT742,10,True,3|9|10|14,3|9|10|14,4,4
B-train-00284,1,1,argmin,Tồn đầu,Mã hàng,B-train-00284-q06,Đà Nẵng,3,Đà Nẵng,3,True,3|9|10|14,3|9|10|14,4,4
B-train-00284,1,1,argmin,Nhập,Mã hàng,B-train-00284-q10,VT755,9,VT755,9,True,3|9|10|14,3|9|10|14,4,4
B-train-00285,1,1,argmin,Kế hoạch năm,Phòng ban,B-train-00285-q04,Công nghệ,6,Cần Thơ,4,False,3|6|9,3|4|9,3,3
B-train-00285,1,1,argmax,Tuyển mới,Phòng ban,B-train-00285-q06,Kinh doanh,3,Kinh doanh,3,True,3|6|9,3|4|9,3,3
B-train-00285,1,1,argmax,Tỷ trọng (%),Phòng ban,B-train-00285-q10,Kinh doanh,9,Kinh doanh,9,True,3|6|9,3|4|9,3,3
B-train-00286,2,1,argmax,Bồi thường,Nghiệp vụ,B-train-00286-q02,Xe cơ giới,3,Xe cơ giới,3,True,3|12,3|12,2,2
B-train-00286,1,1,argmax,Kế hoạch năm,Nghiệp vụ,B-train-00286-q04,Sức khỏe,3,Sức khỏe,3,True,3|9,3|9,2,2
B-train-00286,1,1,argmin,Tỷ lệ,Nghiệp vụ,B-train-00286-q05,Xe cơ giới,9,Xe cơ giới,9,True,3|9,3|9,2,2
B-train-00286,2,1,argmin,Tỷ trọng (%),Nghiệp vụ,B-train-00286-q07,Sức khỏe,12,Sức khỏe,12,True,3|12,3|12,2,2
B-train-00287,1,1,argmax,Tổn thất,Trạm,B-train-00287-q01,Trạm 110kV Bắc,13,Trạm 110kV Bắc,13,True,3|12|13|20,3|12|13|20,4,4
B-train-00287,1,1,argmax,Công suất đỉnh,Trạm,B-train-00287-q05,Trạm Cao Nguyên,12,Trạm Cao Nguyên,12,True,3|12|13|20,3|12|13|20,4,4
B-train-00287,1,1,argmin,Tổn thất,Trạm,B-train-00287-q06,Trạm 110kV Bắc,3,Trạm 110kV Bắc,3,True,3|12|13|20,3|12|13|20,4,4
B-train-00287,1,1,argmin,Kỳ trước,Trạm,B-train-00287-q09,Trạm Nam Sông,20,Trạm Nam Sông,20,True,3|12|13|20,3|12|13|20,4,4
B-train-00288,2,1,argmin,Kế hoạch năm,Chi nhánh,B-train-00288-q03,Cần Thơ 02,11,Cần Thơ 02,11,True,6|11,6|11,2,2
B-train-00288,1,1,argmax,Lũy kế,Chi nhánh,B-train-00288-q06,Hải Phòng 02,4,Hải Phòng 02,4,True,4,4,1,1
B-train-00288,2,1,argmin,Tăng trưởng,Chi nhánh,B-train-00288-q10,Cần Thơ 02,6,Cần Thơ 02,6,True,6|11,6|11,2,2
B-train-00289,1,2,argmax,Kỳ này,Khu vực,B-train-00289-q01,Lâm Đồng,5,Lâm Đồng,5,True,5|7,5|7,2,2
B-train-00289,1,2,argmin,Tỷ trọng (%),Khu vực,B-train-00289-q03,Khu vực miền núi,7,Khu vực miền núi,7,True,5|7,5|7,2,2
B-train-00289,1,1,argmin,Đúng giờ,Tuyến,B-train-00289-q07,Hà Nội – Hải Phòng,11,Hà Nội – Hải Phòng,11,True,5|11,5|11,2,2
B-train-00289,1,1,argmax,Đúng giờ,Tuyến,B-train-00289-q10,TP.HCM – Cần Thơ,5,TP.HCM – Cần Thơ,5,True,5|11,5|11,2,2
B-train-00290,1,2,argmax,Phản ánh,Khu vực,B-train-00290-q02,Cụm BTS-01,3,Cụm BTS-01,3,True,3|4|6,3|4|6,3,3
B-train-00290,1,2,argmin,Kỳ trước,Khu vực,B-train-00290-q03,Cụm BTS-02,4,Cụm BTS-02,4,True,3|4|6,3|4|6,3,3
B-train-00290,1,2,argmax,Kỳ này,Khu vực,B-train-00290-q08,Khu vực đô thị,6,Khu vực đô thị,6,True,3|4|6,3|4|6,3,3
B-train-00291,1,1,argmin,Lưu lượng,Khu vực,B-train-00291-q01,Miền Bắc,13,Miền Bắc,13,True,5|8|9|13,5|8|9|13,4,4
B-train-00291,1,1,argmax,Phản ánh,Khu vực,B-train-00291-q03,Cụm BTS-01,8,Cụm BTS-01,8,True,5|8|9|13,5|8|9|13,4,4
B-train-00291,1,1,argmin,Tỷ lệ rớt cuộc,Khu vực,B-train-00291-q04,Khu vực ven biển,5,Khu vực ven biển,5,True,5|8|9|13,5|8|9|13,4,4
B-train-00291,1,1,argmax,Tỷ trọng (%),Khu vực,B-train-00291-q09,Cụm BTS-02,9,Cụm BTS-02,9,True,5|8|9|13,5|8|9|13,4,4
B-train-00292,1,1,argmax,Kỳ trước,Dự án,B-train-00292-q04,Khu tái định cư,12,Khu tái định cư,12,True,9|12,9|12,2,2
B-train-00292,1,1,argmax,Lũy kế,Dự án,B-train-00292-q07,Đồng Nai,9,Đồng Nai,9,True,9|12,9|12,2,2
B-train-00293,1,1,argmin,Tỷ lệ,Nghiệp vụ,B-train-00293-q01,Sức khỏe,3,Sức khỏe,3,True,3|6|14,3|6|14,3,3
B-train-00293,1,1,argmin,Bồi thường,Nghiệp vụ,B-train-00293-q06,Sức khỏe,3,Sức khỏe,3,True,3|6|14,3|6|14,3,3
B-train-00293,1,1,argmax,Lũy kế,Nghiệp vụ,B-train-00293-q08,Hàng hóa,6,Hàng hóa,6,True,3|6|14,3|6|14,3,3
B-train-00293,1,1,argmax,Phí bảo hiểm,Nghiệp vụ,B-train-00293-q09,Xe cơ giới,14,Xe cơ giới,14,True,3|6|14,3|6|14,3,3
B-train-00294,1,1,argmax,Tỷ lệ đạt,Đơn vị,B-train-00294-q02,THPT Nguyễn Trãi,3,THPT Nguyễn Trãi,3,True,3,3,1,1
B-train-00294,1,2,argmin,Kế hoạch năm,Khu vực,B-train-00294-q08,Đồng bằng sông Cửu Long,7,Đồng bằng sông Cửu Long,7,True,6|7|10,6|7|10,3,3
B-train-00294,1,2,argmin,Kế hoạch,Khu vực,B-train-00294-q09,Tây Nguyên,6,Tây Nguyên,6,True,6|7|10,6|7|10,3,3
B-train-00294,1,2,argmax,Tỷ lệ,Khu vực,B-train-00294-q10,Miền Nam,10,Miền Nam,10,True,6|7|10,6|7|10,3,3
B-train-00295,1,1,argmax,Tiến độ,Dự án,B-train-00295-q01,Cầu Đông Thành,8,Cầu Đông Thành,8,True,8|11,8|11,2,2
B-train-00295,1,1,argmin,Tỷ trọng (%),Dự án,B-train-00295-q02,Nhà máy nước,11,Nhà máy nước,11,True,8|11,8|11,2,2
B-train-00295,1,2,argmax,Kỳ này,Trạm,B-train-00295-q06,Trạm 220kV Trung,14,Trạm 220kV Trung,14,True,14,14,1,1
B-train-00295,1,2,argmin,Tổn thất,Trạm,B-train-00295-q09,Trạm 220kV Trung,14,Trạm 220kV Trung,14,True,14,14,1,1
B-train-00296,1,1,argmin,Lũy kế,Điểm bán,B-train-00296-q03,Điểm bán phía Bắc,16,Điểm bán phía Bắc,16,True,9|16,9|16,2,2
B-train-00296,1,1,argmax,Hoàn trả,Điểm bán,B-train-00296-q08,Cửa hàng 02,9,Cửa hàng 02,9,True,9|16,9|16,2,2
B-train-00296,2,1,argmin,Lũy kế,Điểm bán,B-train-00296-q09,Điểm bán phía Nam,12,Điểm bán phía Nam,12,True,12,12,1,1
B-train-00297,1,2,argmin,Hiện có,Phòng ban,B-train-00297-q01,Hành chính,7,Khánh Hòa,3,False,6|7|8,3|8,3,2
